,date,natural_resources_mining_all_employees,natural_resources_mining_avg_monthly_pay,natural_resources_mining_aggr_value,construction_all_employees,construction_avg_monthly_pay,construction_aggr_value,manufacturing_all_employees,manufacturing_avg_monthly_pay,manufacturing_aggr_value,trade_transportation_utilities_all_employees,trade_transportation_utilities_avg_monthly_pay,trade_transportation_utilities_aggr_value,information_all_employees,information_avg_monthly_pay,information_aggr_value,financial_activities_all_employees,financial_activities_avg_monthly_pay,financial_activities_aggr_value,professional_business_services_all_employees,professional_business_services_avg_monthly_pay,professional_business_services_aggr_value,education_health_services_all_employees,education_health_services_avg_monthly_pay,education_health_services_aggr_value,leisure_hospitality_all_employees,leisure_hospitality_avg_monthly_pay,leisure_hospitality_aggr_value,other_services_all_employees,other_services_avg_monthly_pay,other_services_aggr_value,unclassified_all_employees,unclassified_avg_monthly_pay,unclassified_aggr_value,total_industries_aggr_value
52,2011-08,398,3372,1342056,12057,4512,54401184,37566,6764,254096424,71849,4116,295730484,10457,6444,67384908,42907,14196,609107772,64828,7164,464427792,67103,4024,270022472,38329,1936,74204944,17315,2660,46057900,106,2808,297648,2137073584
51,2011-09,390,3372,1315080,11968,4512,53999616,37262,6764,252040168,71902,4116,295948632,10348,6444,66682512,42077,14196,597325092,64497,7164,462056508,67880,4024,273149120,37017,1936,71664912,16818,2660,44735880,110,2808,308880,2119226400
50,2011-10,413,3592,1483496,11924,5008,59715392,37228,7804,290527312,72587,4356,316188972,10286,7116,73195176,42045,17200,723174000,64829,8124,526670796,68001,4204,285876204,36865,1996,73582540,16812,2656,44652672,97,3744,363168,2395429728
49,2011-11,348,3592,1250016,11923,5008,59710384,37152,7804,289934208,74430,4356,324217080,10380,7116,73864080,42021,17200,722761200,65121,8124,529043004,68508,4204,288007632,35779,1996,71414884,16919,2656,44936864,100,3744,374400,2405513752
48,2011-12,367,3592,1318264,11706,5008,58623648,37373,7804,291658892,76754,4356,334340424,10569,7116,75209004,42108,17200,724257600,65039,8124,528376836,68737,4204,288970348,35890,1996,71636440,17089,2656,45388384,111,3744,415584,2420195424
47,2012-01,298,3752,1118096,10783,4424,47703992,37086,8736,323983296,72976,4972,362836672,10676,6784,72425984,41318,25264,1043857952,62715,10216,640696440,68548,3868,265143664,33807,1888,63827616,16823,2472,41586456,84,3616,303744,2863483912
46,2012-02,318,3752,1193136,10579,4424,46801496,37156,8736,324594816,71228,4972,354145616,10621,6784,72052864,41237,25264,1041811568,62870,10216,642279920,68927,3868,266609636,33956,1888,64108928,16865,2472,41690280,82,3616,296512,2855584772
45,2012-03,322,3752,1208144,10784,4424,47708416,36780,8736,321310080,71743,4972,356706196,10569,6784,71700096,41188,25264,1040573632,64122,10216,655070352,69488,3868,268779584,34936,1888,65959168,17024,2472,42083328,99,3616,357984,2871456980
44,2012-04,363,3268,1186284,11525,4360,50249000,36427,6836,249014972,71400,3996,285314400,10599,6196,65671404,41094,14576,598986144,65441,7012,458872292,69206,3852,266581512,35941,1888,67856608,17074,2480,42343520,86,3852,331272,2086407408
43,2012-05,360,3268,1176480,11854,4360,51683440,36393,6836,248782548,72385,3996,289250460,10553,6196,65386388,41265,14576,601478640,65777,7012,461228324,69515,3852,267771780,37723,1888,71221024,17292,2480,42884160,81,3852,312012,2101175256
42,2012-06,394,3268,1287592,12172,4360,53069920,36857,6836,251954452,73322,3996,292994712,10588,6196,65603248,41762,14576,608722912,66503,7012,466319036,69324,3852,267036048,40073,1888,75657824,17744,2480,44005120,87,3852,335124,2126985988
41,2012-07,385,3624,1395240,12235,4412,53980820,36682,6952,255013264,72110,3960,285555600,10659,6264,66767976,41850,12568,525970800,66346,7348,487510408,69094,3968,274164992,40714,1888,76868032,17971,2596,46652716,90,3544,318960,2074198808
40,2012-08,392,3624,1420608,12115,4412,53451380,36624,6952,254610048,71728,3960,284042880,10732,6264,67225248,41597,12568,522791096,66335,7348,487429580,68628,3968,272315904,39938,1888,75402944,17770,2596,46130920,99,3544,350856,2065171464
39,2012-09,393,3624,1424232,12001,4412,52948412,36292,6952,252301984,71817,3960,284395320,10617,6264,66504888,40915,12568,514219720,65841,7348,483799668,69522,3968,275863296,38184,1888,72091392,17349,2596,45038004,105,3544,372120,2048959036
38,2012-10,406,3944,1601264,12049,5064,61016136,36171,7988,288933948,72550,4576,331988800,10671,8176,87246096,41022,19656,806328432,65722,8996,591235112,70137,4256,298503072,38059,2016,76726944,17364,2708,47021712,98,4048,396704,2590998220
37,2012-11,352,3944,1388288,12071,5064,61127544,36193,7988,289109684,74662,4576,341653312,10781,8176,88145456,40895,19656,803832120,65686,8996,590911256,70564,4256,300320384,37529,2016,75658464,17420,2708,47173360,99,4048,400752,2599720620
36,2012-12,387,3944,1526328,11951,5064,60519864,36421,7988,290930948,76280,4576,349057280,10896,8176,89085696,40987,19656,805640472,65238,8996,586881048,71329,4256,303576224,38382,2016,77378112,17549,2708,47522692,101,4048,408848,2612527512
35,2013-01,339,3316,1124124,10779,4408,47513832,35931,9352,336026712,73442,4980,365741160,10977,7592,83337384,40808,23720,967965760,62757,10376,651166632,70426,3820,269027320,36014,1876,67562264,16900,2436,41168400,101,4372,441572,2831075160
34,2013-02,336,3316,1114176,10492,4408,46248736,36124,9352,337831648,71770,4980,357414600,11305,7592,85827560,40705,23720,965522600,63038,10376,654082288,70310,3820,268584200,35468,1876,66537968,16812,2436,40954032,102,4372,445944,2824563752
33,2013-03,345,3316,1144020,10749,4408,47381592,36016,9352,336821632,72398,4980,360542040,11332,7592,86032544,40678,23720,964882160,63564,10376,659540064,71092,3820,271571440,36973,1876,69361348,17025,2436,41472900,107,4372,467804,2839217544
32,2013-04,362,3560,1288720,11719,4388,51422972,35898,7228,259470744,72498,4012,290861976,11205,7952,89102160,40566,13832,561108912,65808,7340,483030720,71351,3880,276841880,38494,1868,71906792,17259,2536,43768824,117,4788,560196,2129363896
31,2013-05,371,3560,1320760,12271,4388,53845148,35991,7228,260142948,73221,4012,293762652,11470,7952,91209440,40757,13832,563750824,66140,7340,485467600,71578,3880,277722640,40153,1868,75005804,17539,2536,44478904,119,4788,569772,2147276492
30,2013-06,405,3560,1441800,12491,4388,54810508,36464,7228,263561792,74266,4012,297955192,11639,7952,92553328,41435,13832,573128920,66967,7340,491537780,71402,3880,277039760,42388,1868,79180784,17829,2536,45214344,131,4788,627228,2177051436
29,2013-07,422,3676,1551272,12669,4468,56605092,36072,7044,254091168,73032,3956,288914592,11797,7468,88099996,41619,12480,519405120,67044,7420,497466480,71136,3928,279422208,42973,1888,81133024,18045,2676,48288420,126,9336,1176336,2116153708
28,2013-08,435,3676,1599060,12712,4468,56797216,35977,7044,253421988,72785,3956,287937460,11634,7468,86882712,41382,12480,516447360,67287,7420,499269540,70299,3928,276134472,41968,1888,79235584,17869,2676,47817444,149,9336,1391064,2106933900
27,2013-09,429,3676,1577004,12676,4468,56636368,35779,7044,252027276,72925,3956,288491300,11607,7468,86681076,40961,12480,511193280,66616,7420,494290720,71152,3928,279485056,40188,1888,75874944,17539,2676,46934364,147,9336,1372392,2094563780
26,2013-10,445,3944,1755080,12641,5188,65581508,35717,8280,295736760,73761,4440,327498840,11530,8320,95929600,40905,17968,734981040,66620,8740,582258800,71753,4280,307102840,39495,2068,81675660,17480,2732,47755360,106,6724,712744,2540988232
25,2013-11,396,3944,1561824,12638,5188,65565944,35683,8280,295455240,75797,4440,336538680,11613,8320,96620160,41032,17968,737262976,66283,8740,579313420,72285,4280,309379800,39365,2068,81406820,17570,2732,48001240,114,6724,766536,2551872640
24,2013-12,408,3944,1609152,12173,5188,63153524,35885,8280,297127800,77558,4440,344357520,11622,8320,96695040,41143,17968,739257424,65668,8740,573938320,71803,4280,307316840,39611,2068,81915548,17559,2732,47971188,126,6724,847224,2554189580
23,2014-01,337,3652,1230724,10822,4368,47270496,35683,8892,317293236,74360,4804,357225440,11834,8316,98411544,39699,26732,1061233668,63403,10372,657615916,71991,3836,276157476,37767,1872,70699824,17440,2540,44297600,94,5428,510232,2931946156
22,2014-02,331,3652,1208812,10637,4368,46462416,35673,8892,317204316,72800,4804,349731200,11829,8316,98369964,39641,26732,1059683212,63396,10372,657543312,71604,3836,274672944,37309,1872,69842448,17321,2540,43995340,102,5428,553656,2919267620
21,2014-03,339,3652,1238028,10946,4368,47812128,35467,8892,315372564,73216,4804,351729664,11917,8316,99101772,39782,26732,1063452424,63759,10372,661308348,72520,3836,278186720,38599,1872,72257328,17558,2540,44597320,110,5428,597080,2935653376
20,2014-04,381,3732,1421892,12080,4480,54118400,35248,7744,272960512,73266,4064,297753024,11929,7552,90087808,39656,14012,555659872,66318,7632,506138976,72850,3956,288194600,40250,1892,76153000,17843,2556,45606708,115,6348,730020,2188824812
19,2014-05,407,3732,1518924,12760,4480,57164800,35175,7744,272395200,73833,4064,300057312,11871,7552,89649792,39864,14012,558574368,66830,7632,510046560,73427,3956,290477212,41840,1892,79161280,18119,2556,46312164,132,6348,837936,2206195548
18,2014-06,424,3732,1582368,13031,4480,58378880,35418,7744,274276992,74807,4064,304015648,11908,7552,89929216,40408,14012,566196896,67458,7632,514839456,73042,3956,288954152,43889,1892,83037988,18375,2556,46966500,144,6348,914112,2229092208
17,2014-07,439,4004,1757756,13113,4548,59637924,35250,7248,255492000,73517,4036,296714612,12034,7484,90062456,40621,13108,532460068,67588,7628,515561264,73075,3996,292007700,44539,1944,86583816,18653,2716,50661548,175,4044,707700,2181646844
16,2014-08,444,4004,1777776,13170,4548,59897160,35161,7248,254846928,73076,4036,294934736,12059,7484,90249556,40434,13108,530008872,67428,7628,514340784,72214,3996,288567144,43510,1944,84583440,18334,2716,49795144,180,4044,727920,2169729460
15,2014-09,443,4004,1773772,13062,4548,59405976,34858,7248,252650784,73514,4036,296702504,11925,7484,89246700,39975,13108,523992300,66786,7628,509443608,73108,3996,292139568,41876,1944,81406944,17866,2716,48524056,186,4044,752184,2156038396
14,2014-10,461,3960,1825560,13190,5488,72386720,35010,8480,296884800,74595,4468,333290460,11884,8524,101299216,40003,18976,759096928,66722,8612,574609864,73641,4440,326966040,41524,2192,91020608,18017,2800,50447600,199,5572,1108828,2608936624
13,2014-11,402,3960,1591920,13057,5488,71656816,34902,8480,295968960,76736,4468,342856448,12555,8524,107018820,40029,18976,759590304,67065,8612,577563780,73984,4440,328488960,41115,2192,90124080,18025,2800,50470000,206,5572,1147832,2626477920
12,2014-12,424,3960,1679040,12702,5488,69708576,35011,8480,296893280,78643,4468,351376924,12613,8524,107513212,40155,18976,761981280,66801,8612,575290212,74374,4440,330220560,41318,2192,90569056,18216,2800,51004800,219,5572,1220268,2637457208
11,2015-01,358,4244,1519352,11435,4356,49810860,33930,8552,290169360,74700,4804,358858800,12572,9588,120540336,40332,26752,1078961664,64734,10668,690582312,74130,3832,284066160,38867,1936,75246512,17699,2540,44955460,188,5420,1018960,2995729776
10,2015-02,338,4244,1434472,11021,4356,48007476,33909,8552,289989768,73006,4804,350720824,12515,9588,119993820,40343,26752,1079255936,64725,10668,690486300,73915,3832,283242280,38569,1936,74669584,17534,2540,44536360,200,5420,1084000,2983420820
9,2015-03,354,4244,1502376,11204,4356,48804624,33939,8552,290246328,73334,4804,352296536,12591,9588,120722508,40333,26752,1078988416,64775,10668,691019700,74316,3832,284778912,39465,1936,76404240,17645,2540,44818300,193,5420,1046060,2990628000
8,2015-04,391,4020,1571820,12328,4700,57941600,33767,7464,252036888,73018,4264,311348752,12682,8068,102318376,40343,14356,579164108,66824,8120,542610880,74173,4036,299362228,41154,1948,80167992,17910,2608,46709280,162,5936,961632,2274193556
7,2015-05,420,4020,1688400,12993,4700,61067100,33839,7464,252574296,74084,4264,315894176,12587,8068,101551916,40323,14356,578876988,67396,8120,547255520,75034,4036,302837224,43160,1948,84075680,18184,2608,47423872,165,5936,979440,2294224612
6,2015-06,458,4020,1841160,13262,4700,62331400,34337,7464,256291368,75022,4264,319893808,12695,8068,102423260,40903,14356,587203468,67961,8120,551843320,74821,4036,301977556,45102,1948,87858696,18533,2608,48334064,174,5936,1032864,2321030964
5,2015-07,485,3484,1689740,13316,4832,64342912,34257,6708,229795956,73309,4248,311416632,12669,8356,105862164,40917,12968,530611656,68104,7536,513231744,73925,4128,305162400,45588,2040,92999520,18717,2720,50910240,170,5316,903720,2206926684
4,2015-08,481,3484,1675804,13463,4832,65053216,34084,6708,228635472,73106,4248,310554288,12714,8356,106238184,40636,12968,526967648,68048,7536,512809728,73244,4128,302351232,44205,2040,90178200,18626,2720,50662720,174,5316,924984,2196051476
3,2015-09,485,3484,1689740,13404,4832,64768128,33866,6708,227173128,73785,4248,313438680,12589,8356,105193684,39978,12968,518434704,67196,7536,506389056,73706,4128,304258368,42380,2040,86455200,18487,2720,50284640,175,5316,930300,2179015628
2,2015-10,510,3616,1844160,13646,5840,79692640,33772,8640,291790080,75010,4712,353447120,12625,9688,122311000,39898,19280,769233440,68591,8788,602777708,74892,4656,348697152,42070,2340,98443800,18378,2928,53810784,137,7604,1041748,2723089632
1,2015-11,442,3616,1598272,13476,5840,78699840,33778,8640,291841920,77262,4712,364058544,12640,9688,122456320,39777,19280,766900560,68632,8788,603138016,75284,4656,350522304,41502,2340,97114680,18348,2928,53722944,136,7604,1034144,2731087544
0,2015-12,466,3616,1685056,13234,5840,77286560,33782,8640,291876480,78990,4712,372200880,12714,9688,123173232,39772,19280,766804160,68197,8788,599315236,75206,4656,350159136,42114,2340,98546760,18488,2928,54132864,142,7604,1079768,2736260132
