,date,natural_resources_mining_all_employees,natural_resources_mining_avg_monthly_pay,natural_resources_mining_aggr_value,construction_all_employees,construction_avg_monthly_pay,construction_aggr_value,manufacturing_all_employees,manufacturing_avg_monthly_pay,manufacturing_aggr_value,trade_transportation_utilities_all_employees,trade_transportation_utilities_avg_monthly_pay,trade_transportation_utilities_aggr_value,information_all_employees,information_avg_monthly_pay,information_aggr_value,financial_activities_all_employees,financial_activities_avg_monthly_pay,financial_activities_aggr_value,professional_business_services_all_employees,professional_business_services_avg_monthly_pay,professional_business_services_aggr_value,education_health_services_all_employees,education_health_services_avg_monthly_pay,education_health_services_aggr_value,leisure_hospitality_all_employees,leisure_hospitality_avg_monthly_pay,leisure_hospitality_aggr_value,other_services_all_employees,other_services_avg_monthly_pay,other_services_aggr_value,unclassified_all_employees,unclassified_avg_monthly_pay,unclassified_aggr_value,total_industries_aggr_value
36,2012-12,,,,10951,3740,40956740,,,,51135,2556,130701060,3550,3668,13021400,16686,5204,86833944,29574,4664,137933136,47088,3620,170458560,26270,1488,39089760,7158,2344,16778352,2.0,4180.0,8360.0,
35,2013-01,,,,10014,3400,34047600,,,,47664,2676,127548864,3541,3944,13965704,16528,6248,103266944,28687,4376,125534312,46695,3252,151852140,23967,1376,32978592,7299,2200,16057800,,,,
34,2013-02,,,,9921,3400,33731400,,,,46306,2676,123914856,3509,3944,13839496,16501,6248,103098248,29022,4376,127000272,46924,3252,152596848,23596,1376,32468096,7257,2200,15965400,,,,
33,2013-03,,,,10010,3400,34034000,,,,46081,2676,123312756,3524,3944,13898656,16548,6248,103391904,28883,4376,126392008,46896,3252,152505792,24477,1376,33680352,7288,2200,16033600,,,,
32,2013-04,,,,10792,3320,35829440,,,,46673,2500,116682500,3548,3564,12645072,16666,4704,78396864,29765,4160,123822400,47262,3296,155775552,27099,1344,36421056,7438,2220,16512360,,,,
31,2013-05,,,,11496,3320,38166720,,,,48088,2500,120220000,3558,3564,12680712,16838,4704,79205952,30170,4160,125507200,47282,3296,155841472,31688,1344,42588672,7698,2220,17089560,,,,
30,2013-06,,,,11807,3320,39199240,,,,49953,2500,124882500,3582,3564,12766248,17116,4704,80513664,31046,4160,129151360,47134,3296,155353664,36475,1344,49022400,7879,2220,17491380,,,,
29,2013-07,,,,11750,3384,39762000,,,,51332,2504,128535328,3590,3644,13081960,17285,4492,77644220,31341,3980,124737180,46888,3320,155668160,39911,1504,60026144,7941,2188,17374908,,,,
28,2013-08,,,,11723,3384,39670632,,,,51486,2504,128920944,3570,3644,13009080,17325,4492,77823900,31272,3980,124462560,46887,3320,155664840,39523,1504,59442592,7883,2188,17248004,,,,
27,2013-09,,,,11596,3384,39240864,,,,50061,2504,125352744,3504,3644,12768576,16995,4492,76341540,30832,3980,122711360,47366,3320,157255120,34240,1504,51496960,7672,2188,16786336,,,,
26,2013-10,,,,11588,3880,44961440,,,,50313,2600,130813800,3512,3712,13036544,16984,5116,86890144,30715,4648,142763320,47721,3648,174086208,30990,1552,48096480,7556,2412,18225072,1.0,948.0,948.0,
25,2013-11,,,,11350,3880,44038000,,,,51749,2600,134547400,3490,3712,12954880,16907,5116,86496212,30382,4648,141215536,47727,3648,174108096,26978,1552,41869856,7539,2412,18184068,1.0,948.0,948.0,
24,2013-12,,,,11122,3880,43153360,,,,52280,2600,135928000,3499,3712,12988288,17007,5116,87007812,30246,4648,140583408,47561,3648,173502528,26211,1552,40679472,7560,2412,18234720,1.0,948.0,948.0,
23,2014-01,,,,10132,3456,35016192,,,,48593,2756,133922308,3504,3868,13553472,16107,6124,98639268,29254,4620,135153480,47109,3264,153763776,24360,1416,34493760,7437,2252,16748124,3.0,4744.0,14232.0,
22,2014-02,,,,10016,3456,34615296,,,,47737,2756,131563172,3480,3868,13460640,16103,6124,98614772,29562,4620,136576440,47285,3264,154338240,24271,1416,34367736,7426,2252,16723352,2.0,4744.0,9488.0,
21,2014-03,,,,10144,3456,35057664,,,,47266,2756,130265096,3515,3868,13596020,16117,6124,98700508,29635,4620,136913700,47442,3264,154850688,25001,1416,35401416,7464,2252,16808928,4.0,4744.0,18976.0,
20,2014-04,,,,10633,3584,38108672,,,,47737,2580,123161460,3512,3616,12699392,16186,4688,75879968,30305,4212,127644660,47569,3392,161354048,27435,1380,37860300,7491,2268,16989588,3.0,2928.0,8784.0,
19,2014-05,,,,11578,3584,41495552,,,,49053,2580,126556740,3506,3616,12677696,16406,4688,76911328,31065,4212,130845780,47504,3392,161133568,32435,1380,44760300,7701,2268,17465868,3.0,2928.0,8784.0,
18,2014-06,,,,11988,3584,42964992,,,,50507,2580,130308060,3541,3616,12804256,16625,4688,77938000,31659,4212,133347708,47775,3392,162052800,36766,1380,50737080,8026,2268,18202968,2.0,2928.0,5856.0,
17,2014-07,,,,12132,3536,42898752,,,,51170,2612,133656040,3589,3740,13422860,16818,4460,75008280,31874,4180,133233320,47530,3340,158750200,40372,1560,62980320,8253,2256,18618768,2.0,4716.0,9432.0,
16,2014-08,,,,12139,3536,42923504,,,,51510,2612,134544120,3555,3740,13295700,16840,4460,75106400,31794,4180,132898920,47561,3340,158853740,40024,1560,62437440,8189,2256,18474384,2.0,4716.0,9432.0,
15,2014-09,,,,11932,3536,42191552,,,,50015,2612,130639180,3523,3740,13176020,16470,4460,73456200,31577,4180,131991860,48011,3340,160356740,34157,1560,53284920,7920,2256,17867520,1.0,4716.0,4716.0,
14,2014-10,,,,11795,4204,49586180,,,,50625,2792,141345000,3555,3864,13736520,16432,5592,91887744,31472,4980,156730560,48436,3788,183475568,31255,1648,51508240,7929,2508,19885932,4.0,6504.0,26016.0,
13,2014-11,,,,11602,4204,48774808,,,,52104,2792,145474368,3401,3864,13141464,16463,5592,92061096,30907,4980,153916860,48389,3788,183297532,27414,1648,45178272,7735,2508,19399380,4.0,6504.0,26016.0,
12,2014-12,,,,11258,4204,47328632,,,,52721,2792,147197032,3393,3864,13110552,16554,5592,92569968,30730,4980,153035400,48293,3788,182933884,26939,1648,44395472,7668,2508,19231344,7.0,6504.0,45528.0,
11,2015-01,,,,10316,3468,35775888,,,,48764,2800,136539200,3472,3896,13526912,16408,6196,101663968,29615,4644,137532060,48408,3300,159746400,25046,1472,36867712,7564,2276,17215664,1.0,5168.0,5168.0,
10,2015-02,,,,9997,3468,34669596,,,,47670,2800,133476000,3474,3896,13534704,16406,6196,101651576,30007,4644,139352508,48422,3300,159792600,24757,1472,36442304,7516,2276,17106416,1.0,5168.0,5168.0,
9,2015-03,,,,10011,3468,34718148,,,,47483,2800,132952400,3573,3896,13920408,16365,6196,101397540,29984,4644,139245696,48779,3300,160970700,25465,1472,37484480,7587,2276,17268012,1.0,5168.0,5168.0,
8,2015-04,,,,10661,3480,37100280,,,,48276,2668,128800368,3567,3832,13668744,16550,4828,79903400,30439,4440,135149160,49132,3496,171765472,27893,1468,40946924,7772,2336,18155392,0.0,0.0,0.0,
7,2015-05,,,,11558,3480,40221840,,,,49535,2668,132159380,3622,3832,13879504,16718,4828,80714504,31476,4440,139753440,49152,3496,171835392,32970,1468,48399960,8046,2336,18795456,0.0,0.0,0.0,
6,2015-06,,,,11879,3480,41338920,,,,51169,2668,136518892,3681,3832,14105592,16900,4828,81593200,31789,4440,141143160,49449,3496,172873704,37250,1468,54683000,8351,2336,19507936,0.0,0.0,0.0,
5,2015-07,,,,12143,3580,43471940,,,,52123,2728,142191544,3704,3844,14238176,17101,4688,80169488,31857,4292,136730244,49232,3464,170539648,40912,1644,67259328,8438,2364,19947432,1.0,1848.0,1848.0,
4,2015-08,,,,12106,3580,43339480,,,,52144,2728,142248832,3657,3844,14057508,17179,4688,80535152,31794,4292,136459848,49304,3464,170789056,40538,1644,66644472,8331,2364,19694484,1.0,1848.0,1848.0,
3,2015-09,,,,11934,3580,42723720,,,,50591,2728,138012248,3546,3844,13630824,16897,4688,79213136,31431,4292,134901852,49454,3464,171308656,35521,1644,58396524,8057,2364,19046748,1.0,1848.0,1848.0,
2,2015-10,,,,11964,4352,52067328,,,,50743,2992,151823056,3593,4156,14932508,16903,5496,92898888,31521,5432,171222072,49266,4044,199231704,31738,1776,56366688,7983,2624,20947392,1.0,1848.0,1848.0,
1,2015-11,,,,11757,4352,51166464,,,,51885,2992,155239920,3606,4156,14986536,16891,5496,92832936,31152,5432,169217664,49390,4044,199733160,27957,1776,49651632,7939,2624,20831936,1.0,1848.0,1848.0,
0,2015-12,,,,11502,4352,50056704,,,,52635,2992,157483920,3602,4156,14969912,17015,5496,93514440,30982,5432,168294224,49620,4044,200663280,27452,1776,48754752,7973,2624,20921152,1.0,1848.0,1848.0,
