,date,natural_resources_mining_all_employees,natural_resources_mining_avg_monthly_pay,natural_resources_mining_aggr_value,construction_all_employees,construction_avg_monthly_pay,construction_aggr_value,manufacturing_all_employees,manufacturing_avg_monthly_pay,manufacturing_aggr_value,trade_transportation_utilities_all_employees,trade_transportation_utilities_avg_monthly_pay,trade_transportation_utilities_aggr_value,information_all_employees,information_avg_monthly_pay,information_aggr_value,financial_activities_all_employees,financial_activities_avg_monthly_pay,financial_activities_aggr_value,professional_business_services_all_employees,professional_business_services_avg_monthly_pay,professional_business_services_aggr_value,education_health_services_all_employees,education_health_services_avg_monthly_pay,education_health_services_aggr_value,leisure_hospitality_all_employees,leisure_hospitality_avg_monthly_pay,leisure_hospitality_aggr_value,other_services_all_employees,other_services_avg_monthly_pay,other_services_aggr_value,unclassified_all_employees,unclassified_avg_monthly_pay,unclassified_aggr_value,total_industries_aggr_value
57,2011-03,1047.0,2376.0,2487672.0,,,,51230.0,4196.0,214961080.0,122602,2544,311899488,11269.0,4020.0,45301380.0,33999.0,4092.0,139123908.0,92562,3736,345811632,91499.0,3052.0,279254948.0,78727.0,1176.0,92582952.0,,,,,,,
56,2011-04,,,,34474.0,3268.0,112661032.0,50779.0,4296.0,218146584.0,124079,2536,314664344,11312.0,3668.0,41492416.0,34590.0,3768.0,130335120.0,94221,3880,365577480,92002.0,3196.0,294038392.0,83428.0,1192.0,99446176.0,22069.0,1956.0,43166964.0,1.0,6004.0,6004.0,
55,2011-05,,,,34601.0,3268.0,113076068.0,51291.0,4296.0,220346136.0,124720,2536,316289920,11354.0,3668.0,41646472.0,34714.0,3768.0,130802352.0,93688,3880,363509440,92318.0,3196.0,295048328.0,87089.0,1192.0,103810088.0,22329.0,1956.0,43675524.0,1.0,6004.0,6004.0,
54,2011-06,,,,34730.0,3268.0,113497640.0,51576.0,4296.0,221570496.0,125524,2536,318328864,11465.0,3668.0,42053620.0,35231.0,3768.0,132750408.0,93636,3880,363307680,92030.0,3196.0,294127880.0,91649.0,1192.0,109245608.0,22668.0,1956.0,44338608.0,1.0,6004.0,6004.0,
53,2011-07,1085.0,2328.0,2525880.0,,,,52284.0,4272.0,223357248.0,125282,2636,330243352,11557.0,4052.0,46828964.0,35762.0,3776.0,135037312.0,94067,3844,361593548,92087.0,3260.0,300203620.0,92095.0,1256.0,115671320.0,22813.0,2068.0,47177284.0,,,,
52,2011-08,1049.0,2328.0,2442072.0,,,,52405.0,4272.0,223874160.0,125473,2636,330746828,10632.0,4052.0,43080864.0,35576.0,3776.0,134334976.0,94561,3844,363492484,92003.0,3260.0,299929780.0,91141.0,1256.0,114473096.0,22757.0,2068.0,47061476.0,,,,
51,2011-09,1065.0,2328.0,2479320.0,,,,52416.0,4272.0,223921152.0,124228,2636,327465008,11275.0,4052.0,45686300.0,34872.0,3776.0,131676672.0,94617,3844,363707748,92755.0,3260.0,302381300.0,85527.0,1256.0,107421912.0,22470.0,2068.0,46467960.0,,,,
50,2011-10,,,,33688.0,3712.0,125049856.0,51794.0,4372.0,226443368.0,124788,2652,330937776,,,,34495.0,4168.0,143775160.0,93333,4132,385651956,93092.0,3300.0,307203600.0,83176.0,1252.0,104136352.0,,,,1.0,616.0,616.0,
49,2011-11,,,,33560.0,3712.0,124574720.0,51877.0,4372.0,226806244.0,127584,2652,338352768,,,,34341.0,4168.0,143133288.0,92862,4132,383705784,93376.0,3300.0,308140800.0,79745.0,1252.0,99840740.0,,,,1.0,616.0,616.0,
48,2011-12,,,,33584.0,3712.0,124663808.0,51779.0,4372.0,226377788.0,128944,2652,341959488,,,,34731.0,4168.0,144758808.0,92345,4132,381569540,93591.0,3300.0,308850300.0,79784.0,1252.0,99889568.0,,,,1.0,616.0,616.0,
47,2012-01,,,,32430.0,3288.0,106629840.0,52994.0,4688.0,248435872.0,122727,2604,319581108,11340.0,4240.0,48081600.0,33982.0,4340.0,147481880.0,92911,3988,370529068,92775.0,3236.0,300219900.0,74732.0,1232.0,92069824.0,,,,,,,
46,2012-02,,,,32536.0,3288.0,106978368.0,53139.0,4688.0,249115632.0,121544,2604,316500576,11271.0,4240.0,47789040.0,34188.0,4340.0,148375920.0,93453,3988,372690564,93503.0,3236.0,302575708.0,75863.0,1232.0,93463216.0,,,,,,,
45,2012-03,,,,32823.0,3288.0,107922024.0,53314.0,4688.0,249936032.0,122513,2604,319023852,11377.0,4240.0,48238480.0,34272.0,4340.0,148740480.0,94126,3988,375374488,93792.0,3236.0,303510912.0,80064.0,1232.0,98638848.0,,,,,,,
44,2012-04,,,,33224.0,3268.0,108576032.0,52314.0,4316.0,225787224.0,123293,2600,320561800,,,,34523.0,3680.0,127044640.0,94763,4004,379431052,94138.0,3200.0,301241600.0,83319.0,1200.0,99982800.0,,,,,,,
43,2012-05,,,,33707.0,3268.0,110154476.0,51429.0,4316.0,221967564.0,124600,2600,323960000,,,,34538.0,3680.0,127099840.0,94342,4004,377745368,94516.0,3200.0,302451200.0,87161.0,1200.0,104593200.0,,,,,,,
42,2012-06,,,,34362.0,3268.0,112295016.0,51001.0,4316.0,220120316.0,125352,2600,325915200,,,,35317.0,3680.0,129966560.0,94420,4004,378057680,94612.0,3200.0,302758400.0,90844.0,1200.0,109012800.0,,,,,,,
41,2012-07,1016.0,2344.0,2381504.0,34413.0,3336.0,114801768.0,,,,124926,2584,322808784,,,,35784.0,3896.0,139414464.0,94420,3832,361817440,93831.0,3276.0,307390356.0,91079.0,1260.0,114759540.0,,,,,,,
40,2012-08,1032.0,2344.0,2419008.0,34262.0,3336.0,114298032.0,,,,124378,2584,321392752,,,,35763.0,3896.0,139332648.0,95062,3832,364277584,94278.0,3276.0,308854728.0,91079.0,1260.0,114759540.0,,,,,,,
39,2012-09,1029.0,2344.0,2411976.0,33661.0,3336.0,112293096.0,,,,123153,2584,318227352,,,,35425.0,3896.0,138015800.0,94647,3832,362687304,94676.0,3276.0,310158576.0,85975.0,1260.0,108328500.0,,,,,,,
38,2012-10,,,,33776.0,3748.0,126592448.0,,,,124625,2764,344463500,11233.0,4272.0,47987376.0,35242.0,5924.0,208773608.0,96079,4396,422363284,96110.0,3472.0,333693920.0,83132.0,1264.0,105078848.0,,,,,,,
37,2012-11,,,,33550.0,3748.0,125745400.0,,,,127640,2764,352796960,11250.0,4272.0,48060000.0,35170.0,5924.0,208347080.0,95994,4396,421989624,96404.0,3472.0,334714688.0,79806.0,1264.0,100874784.0,,,,,,,
36,2012-12,,,,33487.0,3748.0,125509276.0,,,,128594,2764,355433816,11394.0,4272.0,48675168.0,35348.0,5924.0,209401552.0,95615,4396,420323540,96590.0,3472.0,335360480.0,80572.0,1264.0,101843008.0,,,,,,,
35,2013-01,,,,,,,53782.0,4840.0,260304880.0,122091,2572,314018052,11124.0,4140.0,46053360.0,34051.0,4440.0,151186440.0,96007,4128,396316896,96052.0,3292.0,316203184.0,76320.0,1240.0,94636800.0,,,,,,,
34,2013-02,,,,,,,53973.0,4840.0,261229320.0,120956,2572,311098832,11081.0,4140.0,45875340.0,34124.0,4440.0,151510560.0,96371,4128,397819488,96686.0,3292.0,318290312.0,76559.0,1240.0,94933160.0,,,,,,,
33,2013-03,,,,,,,53949.0,4840.0,261113160.0,121454,2572,312379688,11149.0,4140.0,46156860.0,34352.0,4440.0,152522880.0,96576,4128,398665728,96849.0,3292.0,318826908.0,80735.0,1240.0,100111400.0,,,,,,,
32,2013-04,,,,,,,54152.0,4296.0,232636992.0,122509,2576,315583184,11198.0,3888.0,43537824.0,34771.0,3856.0,134076976.0,97292,4056,394616352,97325.0,3264.0,317668800.0,84329.0,1228.0,103556012.0,22797.0,2016.0,45958752.0,,,,
31,2013-05,,,,,,,54122.0,4296.0,232508112.0,123867,2576,319081392,11316.0,3888.0,43996608.0,34962.0,3856.0,134813472.0,96766,4056,392482896,97705.0,3264.0,318909120.0,88329.0,1228.0,108468012.0,23039.0,2016.0,46446624.0,,,,
30,2013-06,,,,,,,54274.0,4296.0,233161104.0,124950,2576,321871200,11409.0,3888.0,44358192.0,35621.0,3856.0,137354576.0,97424,4056,395151744,97675.0,3264.0,318811200.0,91906.0,1228.0,112860568.0,23284.0,2016.0,46940544.0,,,,
29,2013-07,,,,,,,54724.0,4416.0,241661184.0,125549,2560,321405440,11344.0,3868.0,43878592.0,35710.0,3876.0,138411960.0,97496,4088,398563648,96893.0,3424.0,331761632.0,93154.0,1288.0,119982352.0,23363.0,2068.0,48314684.0,0.0,2148.0,0.0,
28,2013-08,,,,,,,54821.0,4416.0,242089536.0,125964,2560,322467840,11245.0,3868.0,43495660.0,35543.0,3876.0,137764668.0,98063,4088,400881544,97825.0,3424.0,334952800.0,92580.0,1288.0,119243040.0,23175.0,2068.0,47925900.0,1.0,2148.0,2148.0,
27,2013-09,,,,,,,54752.0,4416.0,241784832.0,124826,2560,319554560,11069.0,3868.0,42814892.0,35047.0,3876.0,135842172.0,96346,4088,393862448,97947.0,3424.0,335370528.0,87171.0,1288.0,112276248.0,22707.0,2068.0,46958076.0,3.0,2148.0,6444.0,
26,2013-10,,,,,,,54718.0,4480.0,245136640.0,125529,2684,336919836,,,,34703.0,4360.0,151305080.0,96741,4396,425273436,98763.0,3476.0,343300188.0,84819.0,1288.0,109246872.0,,,,,,,
25,2013-11,,,,,,,54903.0,4480.0,245965440.0,128864,2684,345870976,,,,34734.0,4360.0,151440240.0,97014,4396,426473544,99343.0,3476.0,345316268.0,81076.0,1288.0,104425888.0,,,,,,,
24,2013-12,,,,,,,55238.0,4480.0,247466240.0,129999,2684,348917316,,,,34846.0,4360.0,151928560.0,96297,4396,423321612,99357.0,3476.0,345364932.0,81410.0,1288.0,104856080.0,,,,,,,
23,2014-01,,,,,,,54222.0,5100.0,276532200.0,123291,2628,324008748,10928.0,4512.0,49307136.0,33923.0,4596.0,155910108.0,95874,4228,405355272,97624.0,3344.0,326454656.0,77586.0,1252.0,97137672.0,21740.0,2060.0,44784400.0,,,,
22,2014-02,,,,,,,54513.0,5100.0,278016300.0,122113,2628,320912964,10645.0,4512.0,48030240.0,33876.0,4596.0,155694096.0,96213,4228,406788564,97810.0,3344.0,327076640.0,77085.0,1252.0,96510420.0,21814.0,2060.0,44936840.0,,,,
21,2014-03,,,,,,,54604.0,5100.0,278480400.0,122549,2628,322058772,10664.0,4512.0,48115968.0,34047.0,4596.0,156480012.0,97005,4228,410137140,97859.0,3344.0,327240496.0,80752.0,1252.0,101101504.0,22220.0,2060.0,45773200.0,,,,
20,2014-04,,,,,,,54709.0,4620.0,252755580.0,123581,2636,325759516,,,,34404.0,3828.0,131698512.0,98883,3996,395136468,98323.0,3308.0,325252484.0,,,,22615.0,2076.0,46948740.0,,,,
19,2014-05,,,,,,,54827.0,4620.0,253300740.0,124510,2636,328208360,,,,34648.0,3828.0,132632544.0,98461,3996,393450156,98659.0,3308.0,326363972.0,,,,23004.0,2076.0,47756304.0,,,,
18,2014-06,,,,,,,54837.0,4620.0,253346940.0,125724,2636,331408464,,,,35218.0,3828.0,134814504.0,99429,3996,397318284,98066.0,3308.0,324402328.0,,,,23271.0,2076.0,48310596.0,,,,
17,2014-07,,,,,,,54777.0,4512.0,247153824.0,125859,2616,329247144,10879.0,4000.0,43516000.0,35329.0,3960.0,139902840.0,99512,3936,391679232,97425.0,3488.0,339818400.0,92534.0,1328.0,122885152.0,23247.0,2104.0,48911688.0,0.0,0.0,0.0,
16,2014-08,,,,,,,54524.0,4512.0,246012288.0,126366,2616,330573456,10957.0,4000.0,43828000.0,35281.0,3960.0,139712760.0,99893,3936,393178848,97978.0,3488.0,341747264.0,91915.0,1328.0,122063120.0,23240.0,2104.0,48896960.0,0.0,0.0,0.0,
15,2014-09,,,,,,,54277.0,4512.0,244897824.0,125798,2616,329087568,10695.0,4000.0,42780000.0,34946.0,3960.0,138386160.0,98799,3936,388872864,98091.0,3488.0,342141408.0,86477.0,1328.0,114841456.0,22948.0,2104.0,48282592.0,0.0,0.0,0.0,
14,2014-10,,,,,,,,,,126851,2776,352138376,,,,34488.0,4528.0,156161664.0,99528,4516,449468448,98374.0,3716.0,365557784.0,,,,22514.0,2332.0,52502648.0,27.0,7108.0,191916.0,
13,2014-11,,,,,,,,,,130533,2776,362359608,,,,34376.0,4528.0,155654528.0,98942,4516,446822072,98322.0,3716.0,365364552.0,,,,22233.0,2332.0,51847356.0,25.0,7108.0,177700.0,
12,2014-12,,,,,,,,,,131561,2776,365213336,,,,34632.0,4528.0,156813696.0,98360,4516,444193760,98528.0,3716.0,366130048.0,,,,22157.0,2332.0,51670124.0,23.0,7108.0,163484.0,
11,2015-01,,,,33016.0,3352.0,110669632.0,,,,125264,2652,332200128,10532.0,4256.0,44824192.0,34032.0,4840.0,164714880.0,96641,4512,436044192,98718.0,3296.0,325374528.0,78496.0,1292.0,101416832.0,21868.0,2060.0,45048080.0,3.0,808.0,2424.0,
10,2015-02,,,,32942.0,3352.0,110421584.0,,,,124242,2652,329489784,10395.0,4256.0,44241120.0,34215.0,4840.0,165600600.0,96796,4512,436743552,98985.0,3296.0,326254560.0,78020.0,1292.0,100801840.0,21904.0,2060.0,45122240.0,3.0,808.0,2424.0,
9,2015-03,,,,33278.0,3352.0,111547856.0,,,,124467,2652,330086484,10422.0,4256.0,44356032.0,34288.0,4840.0,165953920.0,97076,4512,438006912,99026.0,3296.0,326389696.0,81103.0,1292.0,104785076.0,22159.0,2060.0,45647540.0,3.0,808.0,2424.0,
8,2015-04,,,,,,,,,,125145,2692,336890340,10581.0,4040.0,42747240.0,34514.0,4104.0,141645456.0,98470,4032,397031040,100394.0,3344.0,335717536.0,85677.0,1288.0,110351976.0,22555.0,2116.0,47726380.0,3.0,1036.0,3108.0,
7,2015-05,,,,,,,,,,126517,2692,340583764,10710.0,4040.0,43268400.0,34862.0,4104.0,143073648.0,98377,4032,396656064,100814.0,3344.0,337122016.0,89955.0,1288.0,115862040.0,22954.0,2116.0,48570664.0,3.0,1036.0,3108.0,
6,2015-06,,,,,,,,,,127574,2692,343429208,10745.0,4040.0,43409800.0,35463.0,4104.0,145540152.0,98877,4032,398672064,100403.0,3344.0,335747632.0,93290.0,1288.0,120157520.0,23320.0,2116.0,49345120.0,3.0,1036.0,3108.0,
5,2015-07,,,,35812.0,3608.0,129209696.0,,,,128576,2684,345097984,10920.0,4008.0,43767360.0,35742.0,4252.0,151974984.0,99878,4024,401909072,100817.0,3548.0,357698716.0,94390.0,1360.0,128370400.0,23298.0,2180.0,50789640.0,462.0,2180.0,1007160.0,
4,2015-08,,,,35767.0,3608.0,129047336.0,,,,128634,2684,345253656,10704.0,4008.0,42901632.0,35679.0,4252.0,151707108.0,100293,4024,403579032,101516.0,3548.0,360178768.0,94551.0,1360.0,128589360.0,23347.0,2180.0,50896460.0,534.0,2180.0,1164120.0,
3,2015-09,,,,35447.0,3608.0,127892776.0,,,,127466,2684,342118744,10476.0,4008.0,41987808.0,35294.0,4252.0,150070088.0,99249,4024,399377976,101602.0,3548.0,360483896.0,90714.0,1360.0,123371040.0,22953.0,2180.0,50037540.0,553.0,2180.0,1205540.0,
2,2015-10,,,,35721.0,4152.0,148313592.0,,,,128137,2868,367496916,10634.0,4440.0,47214960.0,,,,99111,4664,462253704,102752.0,3780.0,388402560.0,87881.0,1404.0,123384924.0,23122.0,2324.0,53735528.0,,,,
1,2015-11,,,,35543.0,4152.0,147574536.0,,,,131663,2868,377609484,10689.0,4440.0,47459160.0,,,,98523,4664,459511272,103120.0,3780.0,389793600.0,85094.0,1404.0,119471976.0,23209.0,2324.0,53937716.0,,,,
0,2015-12,,,,35590.0,4152.0,147769680.0,,,,132609,2868,380322612,10738.0,4440.0,47676720.0,,,,98156,4664,457799584,103003.0,3780.0,389351340.0,86112.0,1404.0,120901248.0,23196.0,2324.0,53907504.0,,,,
