,date,natural_resources_mining_all_employees,natural_resources_mining_avg_monthly_pay,natural_resources_mining_aggr_value,construction_all_employees,construction_avg_monthly_pay,construction_aggr_value,manufacturing_all_employees,manufacturing_avg_monthly_pay,manufacturing_aggr_value,trade_transportation_utilities_all_employees,trade_transportation_utilities_avg_monthly_pay,trade_transportation_utilities_aggr_value,information_all_employees,information_avg_monthly_pay,information_aggr_value,financial_activities_all_employees,financial_activities_avg_monthly_pay,financial_activities_aggr_value,professional_business_services_all_employees,professional_business_services_avg_monthly_pay,professional_business_services_aggr_value,education_health_services_all_employees,education_health_services_avg_monthly_pay,education_health_services_aggr_value,leisure_hospitality_all_employees,leisure_hospitality_avg_monthly_pay,leisure_hospitality_aggr_value,other_services_all_employees,other_services_avg_monthly_pay,other_services_aggr_value,unclassified_all_employees,unclassified_avg_monthly_pay,unclassified_aggr_value,total_industries_aggr_value
57,2011-03,,,,,,,2243,6216,13942488,4875,2336,11388000,604,4464,2696256,1480,4000,5920000,4366,4384,19140544,5693,2476,14095868,5941,1504,8935264,1565,1820,2848300,,,,
56,2011-04,225.0,1864.0,419400.0,1330.0,3488.0,4639040.0,2282,6024,13746768,5119,2360,12080840,616,4340,2673440,1561,3448,5382328,4574,4256,19466944,5751,2656,15274656,6874,1500,10311000,1583,2000,3166000,,,,
55,2011-05,269.0,1864.0,501416.0,1432.0,3488.0,4994816.0,2303,6024,13873272,5293,2360,12491480,618,4340,2682120,1599,3448,5513352,4632,4256,19713792,5778,2656,15346368,7781,1500,11671500,1639,2000,3278000,,,,
54,2011-06,279.0,1864.0,520056.0,1449.0,3488.0,5054112.0,2296,6024,13831104,5474,2360,12918640,610,4340,2647400,1613,3448,5561624,4690,4256,19960640,5627,2656,14945312,9233,1500,13849500,1819,2000,3638000,,,,
53,2011-07,299.0,1800.0,538200.0,1467.0,3708.0,5439636.0,2282,5164,11784248,5391,2508,13520628,627,4820,3022140,1674,3728,6240672,4655,4404,20500620,5489,2824,15500936,10039,1696,17026144,2059,1944,4002696,,,,
52,2011-08,290.0,1800.0,522000.0,1493.0,3708.0,5536044.0,2241,5164,11572524,5344,2508,13402752,604,4820,2911280,1652,3728,6158656,4648,4404,20469792,5409,2824,15275016,9911,1696,16809056,2051,1944,3987144,,,,
51,2011-09,301.0,1800.0,541800.0,1463.0,3708.0,5424804.0,2218,5164,11453752,5407,2508,13560756,633,4820,3051060,1619,3728,6035632,4565,4404,20104260,5697,2824,16088328,9047,1696,15343712,1937,1944,3765528,,,,
50,2011-10,,,,,,,2172,5916,12849552,5352,2532,13551264,614,5672,3482608,1591,4256,6771296,4401,5040,22181040,5696,2780,15834880,7929,1612,12781548,1610,2092,3368120,,,,
49,2011-11,,,,,,,2172,5916,12849552,5379,2532,13619628,624,5672,3539328,1560,4256,6639360,4315,5040,21747600,5688,2780,15812640,7162,1612,11545144,1740,2092,3640080,,,,
48,2011-12,,,,,,,2135,5916,12630660,5350,2532,13546200,625,5672,3545000,1559,4256,6635104,4238,5040,21359520,5694,2780,15829320,6818,1612,10990616,1611,2092,3370212,,,,
47,2012-01,125.0,1960.0,245000.0,1196.0,3616.0,4324736.0,2092,6636,13882512,4912,2448,12024576,641,4632,2969112,1458,4056,5913648,3932,4440,17458080,5425,2684,14560700,5638,1580,8908040,1533,2056,3151848,,,,
46,2012-02,135.0,1960.0,264600.0,1215.0,3616.0,4393440.0,2106,6636,13975416,4844,2448,11858112,627,4632,2904264,1457,4056,5909592,3919,4440,17400360,5596,2684,15019664,5929,1580,9367820,1547,2056,3180632,,,,
45,2012-03,176.0,1960.0,344960.0,1272.0,3616.0,4599552.0,2134,6636,14161224,4851,2448,11875248,626,4632,2899632,1472,4056,5970432,4023,4440,17862120,5592,2684,15008928,6172,1580,9751760,1592,2056,3273152,,,,
44,2012-04,223.0,1952.0,435296.0,1411.0,3588.0,5062668.0,2152,5916,12731232,5130,2288,11737440,637,4700,2993900,1557,3884,6047388,4161,4264,17742504,5579,2764,15420356,7167,1536,11008512,1590,2012,3199080,3.0,520.0,1560.0,86379936.0
43,2012-05,263.0,1952.0,513376.0,1407.0,3588.0,5048316.0,2150,5916,12719400,5299,2288,12124112,648,4700,3045600,1595,3884,6194980,4248,4264,18113472,5530,2764,15284920,8170,1536,12549120,1668,2012,3356016,3.0,520.0,1560.0,88950872.0
42,2012-06,287.0,1952.0,560224.0,1485.0,3588.0,5328180.0,2215,5916,13103940,5486,2288,12551968,653,4700,3069100,1637,3884,6358108,4368,4264,18625152,5488,2764,15168832,9487,1536,14572032,1849,2012,3720188,3.0,520.0,1560.0,93059284.0
41,2012-07,281.0,1916.0,538396.0,1492.0,3608.0,5383136.0,2223,5320,11826360,5338,2380,12704440,651,4620,3007620,1650,3956,6527400,4374,4212,18423288,5417,2712,14690904,10267,1684,17289628,2008,1964,3943712,2.0,1032.0,2064.0,94336948.0
40,2012-08,281.0,1916.0,538396.0,1498.0,3608.0,5404784.0,2191,5320,11656120,5378,2380,12799640,651,4620,3007620,1652,3956,6535312,4359,4212,18360108,5393,2712,14625816,10107,1684,17020188,2060,1964,4045840,2.0,1032.0,2064.0,93995888.0
39,2012-09,277.0,1916.0,530732.0,1517.0,3608.0,5473336.0,2153,5320,11453960,5407,2380,12868660,641,4620,2961420,1638,3956,6479928,4290,4212,18069480,5663,2712,15358056,9147,1684,15403548,1972,1964,3873008,2.0,1032.0,2064.0,92474192.0
38,2012-10,279.0,1988.0,554652.0,1477.0,4140.0,6114780.0,2163,6264,13549032,5333,2648,14121784,660,5168,3410880,1638,5744,9408672,4327,4676,20233052,5685,2944,16736640,8092,1648,13335616,1649,2160,3561840,,,,
37,2012-11,239.0,1988.0,475132.0,1424.0,4140.0,5895360.0,2154,6264,13492656,5358,2648,14187984,647,5168,3343696,1619,5744,9299536,4288,4676,20050688,5692,2944,16757248,7293,1648,12018864,1767,2160,3816720,,,,
36,2012-12,190.0,1988.0,377720.0,1381.0,4140.0,5717340.0,2179,6264,13649256,5326,2648,14103248,659,5168,3405712,1617,5744,9288048,4256,4676,19901056,5688,2944,16745472,6997,1648,11531056,1709,2160,3691440,,,,
35,2013-01,107.0,2360.0,252520.0,1237.0,3364.0,4161268.0,2205,7076,15602580,4829,2460,11879340,657,4636,3045852,1531,4456,6822136,4084,4440,18132960,5568,2724,15167232,5879,1596,9382884,1531,2128,3257968,,,,
34,2013-02,106.0,2360.0,250160.0,1219.0,3364.0,4100716.0,2204,7076,15595504,4779,2460,11756340,659,4636,3055124,1514,4456,6746384,4108,4440,18239520,5777,2724,15736548,6009,1596,9590364,1537,2128,3270736,,,,
33,2013-03,114.0,2360.0,269040.0,1269.0,3364.0,4268916.0,2202,7076,15581352,4764,2460,11719440,651,4636,3018036,1529,4456,6813224,4120,4440,18292800,5781,2724,15747444,6372,1596,10169712,1558,2128,3315424,,,,
32,2013-04,191.0,2132.0,407212.0,1395.0,3432.0,4787640.0,2222,6084,13518648,4946,2408,11909968,656,4460,2925760,1603,4076,6533828,4280,4292,18369760,5770,2820,16271400,7241,1576,11411816,1555,2104,3271720,,,,
31,2013-05,217.0,2132.0,462644.0,1467.0,3432.0,5034744.0,2258,6084,13737672,5145,2408,12389160,655,4460,2921300,1644,4076,6700944,4338,4292,18618696,5681,2820,16020420,8283,1576,13054008,1654,2104,3480016,,,,
30,2013-06,224.0,2132.0,477568.0,1484.0,3432.0,5093088.0,2315,6084,14084460,5359,2408,12904472,626,4460,2791960,1686,4076,6872136,4427,4292,19000684,5594,2820,15775080,9736,1576,15343936,1793,2104,3772472,,,,
29,2013-07,256.0,1948.0,498688.0,1454.0,3412.0,4961048.0,2286,5248,11996928,5374,2444,13134056,635,4308,2735580,1728,4752,8211456,4439,4276,18981164,5447,2860,15578420,10468,1728,18088704,1780,2268,4037040,1.0,3096.0,3096.0,98226180.0
28,2013-08,248.0,1948.0,483104.0,1461.0,3412.0,4984932.0,2278,5248,11954944,5362,2444,13104728,626,4308,2696808,1740,4752,8268480,4435,4276,18964060,5445,2860,15572700,10305,1728,17807040,1756,2268,3982608,1.0,3096.0,3096.0,97822500.0
27,2013-09,270.0,1948.0,525960.0,1431.0,3412.0,4882572.0,2306,5248,12101888,5362,2444,13104728,619,4308,2666652,1639,4752,7788528,4374,4276,18703224,5655,2860,16173300,9522,1728,16454016,1661,2268,3767148,4.0,3096.0,12384.0,96180400.0
26,2013-10,265.0,2008.0,532120.0,1389.0,4072.0,5656008.0,2259,6196,13996764,5338,2732,14583416,609,4480,2728320,1610,4396,7077560,4429,4792,21223768,5723,3048,17443704,8382,1688,14148816,1571,2332,3663572,0.0,0.0,0.0,101054048.0
25,2013-11,217.0,2008.0,435736.0,1384.0,4072.0,5635648.0,2265,6196,14033940,5291,2732,14455012,618,4480,2768640,1562,4396,6866552,4234,4792,20289328,5777,3048,17608296,7502,1688,12663376,1623,2332,3784836,0.0,0.0,0.0,98541364.0
24,2013-12,177.0,2008.0,355416.0,1335.0,4072.0,5436120.0,2231,6196,13823276,5325,2732,14547900,620,4480,2777600,1560,4396,6857760,4162,4792,19944304,5794,3048,17660112,7162,1688,12089456,1549,2332,3612268,0.0,0.0,0.0,97104212.0
23,2014-01,108.0,2212.0,238896.0,1168.0,3416.0,3989888.0,2148,7036,15113328,4838,2540,12288520,581,4764,2767884,1438,4064,5844032,3972,4628,18382416,5465,2844,15542460,5729,1644,9418476,1428,2292,3272976,,,,
22,2014-02,110.0,2212.0,243320.0,1219.0,3416.0,4164104.0,2181,7036,15345516,4914,2540,12481560,600,4764,2858400,1450,4064,5892800,4037,4628,18683236,5608,2844,15949152,6167,1644,10138548,1504,2292,3447168,,,,
21,2014-03,126.0,2212.0,278712.0,1237.0,3416.0,4225592.0,2211,7036,15556596,4858,2540,12339320,600,4764,2858400,1448,4064,5884672,4108,4628,19011824,5651,2844,16071444,6373,1644,10477212,1523,2292,3490716,,,,
20,2014-04,198.0,2008.0,397584.0,1357.0,3564.0,4836348.0,2210,6228,13763880,5034,2504,12605136,606,4536,2748816,1502,7120,10694240,4331,4476,19385556,5686,2916,16580376,7255,1620,11753100,1553,2204,3422812,,,,
19,2014-05,222.0,2008.0,445776.0,1465.0,3564.0,5221260.0,2278,6228,14187384,5212,2504,13050848,577,4536,2617272,1534,7120,10922080,4409,4476,19734684,5597,2916,16320852,8484,1620,13744080,1651,2204,3638804,,,,
18,2014-06,254.0,2008.0,510032.0,1526.0,3564.0,5438664.0,2299,6228,14318172,5434,2504,13606736,570,4536,2585520,1565,7120,11142800,4409,4476,19734684,5520,2916,16096320,9796,1620,15869520,1798,2204,3962792,,,,
17,2014-07,260.0,1824.0,474240.0,1524.0,3608.0,5498592.0,2275,5308,12075700,5422,2512,13620064,580,4376,2538080,1593,3932,6263676,4421,4520,19982920,5363,2908,15595604,10494,1832,19225008,1845,2328,4295160,,,,
16,2014-08,267.0,1824.0,487008.0,1523.0,3608.0,5494984.0,2263,5308,12012004,5485,2512,13778320,580,4376,2538080,1573,3932,6185036,4373,4520,19765960,5405,2908,15717740,10199,1832,18684568,1808,2328,4209024,,,,
15,2014-09,294.0,1824.0,536256.0,1518.0,3608.0,5476944.0,2256,5308,11974848,5421,2512,13617552,574,4376,2511824,1527,3932,6004164,4378,4520,19788560,5614,2908,16325512,9195,1832,16845240,1689,2328,3931992,,,,
14,2014-10,280.0,1996.0,558880.0,1508.0,4088.0,6164704.0,2244,6232,13984608,5368,2808,15073344,587,4728,2775336,1526,4616,7044016,4350,5056,21993600,5663,3052,17283476,8297,1780,14768660,1631,2416,3940496,,,,
13,2014-11,221.0,1996.0,441116.0,1515.0,4088.0,6193320.0,2232,6232,13909824,5310,2808,14910480,570,4728,2694960,1534,4616,7080944,4307,5056,21776192,5689,3052,17362828,7427,1780,13220060,1697,2416,4099952,,,,
12,2014-12,209.0,1996.0,417164.0,1464.0,4088.0,5984832.0,2233,6232,13916056,5303,2808,14890824,573,4728,2709144,1523,4616,7030168,4369,5056,22089664,5737,3052,17509324,7112,1780,12659360,1641,2416,3964656,,,,
11,2015-01,116.0,2172.0,251952.0,1305.0,3420.0,4463100.0,2176,6404,13935104,4954,2640,13078560,571,4580,2615180,1445,4804,6941780,4054,4632,18778128,5481,2884,15807204,6108,1624,9919392,1514,2320,3512480,,,,
10,2015-02,117.0,2172.0,254124.0,1241.0,3420.0,4244220.0,2148,6404,13755792,4865,2640,12843600,571,4580,2615180,1449,4804,6960996,4108,4632,19028256,5615,2884,16193660,6126,1624,9948624,1506,2320,3493920,,,,
9,2015-03,126.0,2172.0,273672.0,1301.0,3420.0,4449420.0,2162,6404,13845448,4868,2640,12851520,561,4580,2569380,1469,4804,7057076,4144,4632,19195008,5674,2884,16363816,6379,1624,10359496,1540,2320,3572800,,,,
8,2015-04,191.0,2292.0,437772.0,1403.0,3924.0,5505372.0,2195,6100,13389500,5023,2500,12557500,550,4508,2479400,1545,4536,7008120,4432,4500,19944000,5706,2960,16889760,7424,1688,12531712,1580,2284,3608720,,,,
7,2015-05,217.0,2292.0,497364.0,1526.0,3924.0,5988024.0,2178,6100,13285800,5245,2500,13112500,556,4508,2506448,1593,4536,7225848,4557,4500,20506500,5575,2960,16502000,8793,1688,14842584,1758,2284,4015272,,,,
6,2015-06,241.0,2292.0,552372.0,1601.0,3924.0,6282324.0,2242,6100,13676200,5488,2500,13720000,550,4508,2479400,1625,4536,7371000,4608,4500,20736000,5427,2960,16063920,9808,1688,16555904,1878,2284,4289352,,,,
5,2015-07,271.0,2076.0,562596.0,1566.0,3756.0,5881896.0,2174,5324,11574376,5468,2580,14107440,549,4708,2584692,1676,4680,7843680,4591,4464,20494224,5243,2904,15225672,10588,1912,20244256,2006,2352,4718112,4.0,2556.0,10224.0,103247168.0
4,2015-08,270.0,2076.0,560520.0,1571.0,3756.0,5900676.0,2176,5324,11585024,5462,2580,14091960,543,4708,2556444,1667,4680,7801560,4603,4464,20547792,5208,2904,15124032,10408,1912,19900096,1912,2352,4497024,4.0,2556.0,10224.0,102575352.0
3,2015-09,272.0,2076.0,564672.0,1551.0,3756.0,5825556.0,2123,5324,11302852,5427,2580,14001660,552,4708,2598816,1662,4680,7778160,4590,4464,20489760,5410,2904,15710640,9294,1912,17770128,1782,2352,4191264,5.0,2556.0,12780.0,100246288.0
2,2015-10,255.0,2204.0,562020.0,1581.0,4544.0,7184064.0,2150,6248,13433200,5381,2956,15906236,544,5012,2726528,1647,5704,9394488,4583,5156,23629948,5534,3144,17398896,8316,1904,15833664,1716,2580,4427280,0.0,0.0,0.0,110496324.0
1,2015-11,215.0,2204.0,473860.0,1610.0,4544.0,7315840.0,2154,6248,13458192,5345,2956,15799820,540,5012,2706480,1636,5704,9331744,4566,5156,23542296,5491,3144,17263704,7546,1904,14367584,1736,2580,4478880,0.0,0.0,0.0,108738400.0
0,2015-12,189.0,2204.0,416556.0,1575.0,4544.0,7156800.0,2146,6248,13408208,5333,2956,15764348,515,5012,2581180,1654,5704,9434416,4558,5156,23501048,5523,3144,17364312,7321,1904,13939184,1666,2580,4298280,0.0,0.0,0.0,107864332.0
