,date,natural_resources_mining_all_employees,natural_resources_mining_avg_monthly_pay,natural_resources_mining_aggr_value,construction_all_employees,construction_avg_monthly_pay,construction_aggr_value,manufacturing_all_employees,manufacturing_avg_monthly_pay,manufacturing_aggr_value,trade_transportation_utilities_all_employees,trade_transportation_utilities_avg_monthly_pay,trade_transportation_utilities_aggr_value,information_all_employees,information_avg_monthly_pay,information_aggr_value,financial_activities_all_employees,financial_activities_avg_monthly_pay,financial_activities_aggr_value,professional_business_services_all_employees,professional_business_services_avg_monthly_pay,professional_business_services_aggr_value,education_health_services_all_employees,education_health_services_avg_monthly_pay,education_health_services_aggr_value,leisure_hospitality_all_employees,leisure_hospitality_avg_monthly_pay,leisure_hospitality_aggr_value,other_services_all_employees,other_services_avg_monthly_pay,other_services_aggr_value,unclassified_all_employees,unclassified_avg_monthly_pay,unclassified_aggr_value,total_industries_aggr_value
59,2011-01,,,,,,,61769,5408,334046752,216020,3224,696448480,16691,5540,92468140,68354,6572,449222488,169363,4940,836653220,224348,3512,787910176,103944,1420,147600480,39867,2456,97913352,,,,
58,2011-02,,,,,,,61723,5408,333797984,213963,3224,689816712,16701,5540,92523540,68173,6572,448032956,169120,4940,835452800,227058,3512,797427696,104429,1420,148289180,39999,2456,98237544,,,,
57,2011-03,,,,,,,61898,5408,334744384,215396,3224,694436704,16772,5540,92916880,68302,6572,448880744,171308,4940,846261520,227286,3512,798228432,108155,1420,153580100,40372,2456,99153632,,,,
56,2011-04,2206.0,2748.0,6062088.0,64906.0,4028.0,261441368.0,62454,5140,321013560,217736,3092,673239712,16623,4844,80521812,68449,5108,349637492,175120,4792,839175040,227844,3696,842111424,112686,1520,171282720,40689,2568,104489352,,,,
55,2011-05,2253.0,2748.0,6191244.0,65680.0,4028.0,264559040.0,62373,5140,320597220,219032,3092,677246944,16621,4844,80512124,68557,5108,350189156,175683,4792,841872936,227613,3696,841257648,117308,1520,178308160,40945,2568,105146760,,,,
54,2011-06,2259.0,2748.0,6207732.0,66864.0,4028.0,269328192.0,62572,5140,321620080,219624,3092,679077408,16552,4844,80177888,68853,5108,351701124,177983,4792,852894536,226343,3696,836563728,120297,1520,182851440,41590,2568,106803120,,,,
53,2011-07,,,,,,,62447,5312,331718464,218868,3204,701253072,16559,5340,88425060,69095,5324,367861780,179996,5000,899980000,226739,3996,906049044,121121,1664,201545344,41657,2668,111140876,,,,
52,2011-08,,,,,,,62302,5312,330948224,219368,3204,702855072,15359,5340,82017060,68879,5324,366711796,180781,5000,903905000,225720,3996,901977120,120304,1664,200185856,41459,2668,110612612,,,,
51,2011-09,,,,,,,61607,5312,327256384,219400,3204,702957600,16187,5340,86438580,68437,5324,364358588,180982,5000,904910000,228399,3996,912682404,117717,1664,195881088,40911,2668,109150548,,,,
50,2011-10,,,,,,,61188,5364,328212432,221031,3212,709951572,16266,5200,84583200,68560,6552,449205120,181933,5464,994081912,230279,3896,897166984,112978,1676,189351128,40839,2728,111408792,,,,
49,2011-11,,,,,,,60925,5364,326801700,226408,3212,727222496,16295,5200,84734000,68570,6552,449270640,182634,5464,997912176,231145,3896,900540920,112156,1676,187973456,40855,2728,111452440,,,,
48,2011-12,,,,,,,61023,5364,327327372,230281,3212,739662572,16295,5200,84734000,68608,6552,449519616,182315,5464,996169160,231144,3896,900537024,111575,1676,186999700,41191,2728,112369048,,,,
47,2012-01,,,,,,,59913,6148,368345124,220089,3472,764149008,16129,5776,93161104,68555,7232,495789760,182986,5260,962506360,228598,3804,869586792,109288,1520,166117760,40728,2632,107196096,,,,
46,2012-02,,,,,,,59657,6148,366771236,217434,3472,754930848,16090,5776,92935840,68588,7232,496028416,182916,5260,962138160,230291,3804,876026964,110099,1520,167350480,40774,2632,107317168,,,,
45,2012-03,,,,,,,59526,6148,365965848,219491,3472,762072752,16090,5776,92935840,68535,7232,495645120,184962,5260,972900120,231277,3804,879777708,113550,1520,172596000,41301,2632,108704232,,,,
44,2012-04,,,,,,,59312,5008,297034496,221836,3080,683254880,15684,5272,82686048,68507,5452,373500164,187890,4940,928176600,231840,3660,848534400,117642,1560,183521520,42124,2604,109690896,,,,
43,2012-05,,,,,,,59214,5008,296543712,223752,3080,689156160,15624,5272,82369728,68868,5452,375468336,189872,4940,937967680,231645,3660,847820700,123504,1560,192666240,42277,2604,110089308,,,,
42,2012-06,,,,,,,59752,5008,299238016,224598,3080,691761840,16028,5272,84499616,69172,5452,377125744,191894,4940,947956360,231259,3660,846407940,127908,1560,199536480,43022,2604,112029288,,,,
41,2012-07,,,,,,,59743,5132,306601076,224011,3148,705186628,16126,5148,83016648,69706,5420,377806520,192764,4908,946085712,230779,3952,912038608,127081,1616,205362896,42961,2604,111870444,,,,
40,2012-08,,,,,,,59417,5132,304928044,224386,3148,706367128,16111,5148,82939428,69899,5420,378852580,195611,4908,960058788,229972,3952,908849344,126976,1616,205193216,42448,2604,110534592,,,,
39,2012-09,,,,,,,57846,5132,296865672,226121,3148,711828908,16035,5148,82548180,69541,5420,376912220,195915,4908,961550820,232125,3952,917358000,123991,1616,200369456,42208,2604,109909632,,,,
38,2012-10,2358.0,3200.0,7545600.0,67183.0,4748.0,318984884.0,57553,5468,314699804,227400,3272,744052800,15917,6000,95502000,69688,7648,532973824,195830,5716,1119364280,234185,3988,933929780,120648,1736,209444928,42020,2856,120009120,,,,
37,2012-11,2211.0,3200.0,7075200.0,67222.0,4748.0,319170056.0,57463,5468,314207684,233272,3272,763265984,15977,6000,95862000,69890,7648,534518720,196727,5716,1124491532,234316,3988,934452208,117839,1736,204568504,41776,2856,119312256,,,,
36,2012-12,2229.0,3200.0,7132800.0,66728.0,4748.0,316824544.0,57629,5468,315115372,236361,3272,773373192,16062,6000,96372000,69879,7648,534434592,195731,5716,1118798396,235662,3988,939820056,117162,1736,203393232,42059,2856,120120504,,,,
35,2013-01,,,,,,,57450,6160,353892000,224090,3384,758320560,16212,6340,102784080,69321,7236,501606756,191881,5220,1001618820,230764,3852,888902928,115057,1596,183630972,40691,2628,106935948,,,,
34,2013-02,,,,,,,57434,6160,353793440,221362,3384,749089008,16192,6340,102657280,69340,7236,501744240,192924,5220,1007063280,232974,3852,897415848,115260,1596,183954960,41031,2628,107829468,,,,
33,2013-03,,,,,,,57358,6160,353325280,222386,3384,752554224,16154,6340,102416360,69322,7236,501613992,195364,5220,1019800080,233859,3852,900824868,118504,1596,189132384,41497,2628,109054116,,,,
32,2013-04,1919.0,2896.0,5557424.0,67299.0,4152.0,279425448.0,57243,5084,291023412,223004,3132,698448528,16004,5380,86101520,69768,5616,391817088,196195,5028,986468460,234270,3732,874295640,122826,1588,195047688,41732,2660,111007120,,,,
31,2013-05,1961.0,2896.0,5679056.0,68083.0,4152.0,282680616.0,57298,5084,291303032,225035,3132,704809620,15952,5380,85821760,69867,5616,392373072,197672,5028,993894816,234291,3732,874374012,128237,1588,203640356,41921,2660,111509860,,,,
30,2013-06,1954.0,2896.0,5658784.0,69355.0,4152.0,287961960.0,57685,5084,293270540,226004,3132,707844528,16095,5380,86591100,70488,5616,395860608,200926,5028,1010255928,233141,3732,870082212,132233,1588,209986004,42382,2660,112736120,,,,
29,2013-07,1952.0,2888.0,5637376.0,70101.0,4272.0,299471472.0,57837,5172,299132964,224601,3140,705247140,16157,5380,86924660,70734,5392,381397728,200013,4964,992864532,232698,3960,921484080,132660,1660,220215600,42382,2684,113753288,0.0,0.0,0.0,4026128840.0
28,2013-08,1964.0,2888.0,5672032.0,70303.0,4272.0,300334416.0,57901,5172,299463972,224457,3140,704794980,16088,5380,86553440,70578,5392,380556576,201964,4964,1002549296,232009,3960,918755640,132236,1660,219511760,41633,2684,111742972,0.0,0.0,0.0,4029935084.0
27,2013-09,1947.0,2888.0,5622936.0,69921.0,4272.0,298702512.0,57454,5172,297152088,224783,3140,705818620,15917,5380,85633460,70146,5392,378227232,201981,4964,1002633684,233797,3960,925836120,127809,1660,212162940,41725,2684,111989900,0.0,0.0,0.0,4023779492.0
26,2013-10,,,,,,,57255,5408,309635040,226198,3252,735595896,15932,5528,88072096,69935,7584,530387040,201477,5660,1140359820,236339,3936,930230304,125763,1716,215809308,41239,2856,117778584,,,,
25,2013-11,,,,,,,57116,5408,308883328,231551,3252,753003852,15971,5528,88287688,70056,7584,531304704,202553,5660,1146449980,236926,3936,932540736,123590,1716,212080440,41438,2856,118346928,,,,
24,2013-12,,,,,,,57125,5408,308932000,234929,3252,763989108,15978,5528,88326384,69933,7584,530371872,200235,5660,1133330100,236970,3936,932713920,122739,1716,210620124,41357,2856,118115592,,,,
23,2014-01,,,,,,,54076,6028,325970128,222688,3536,787424768,16168,6484,104833312,69344,7372,511203968,194757,5340,1040002380,233585,3900,910981500,117765,1616,190308240,40259,2692,108377228,,,,
22,2014-02,,,,,,,53915,6028,324999620,218910,3536,774065760,15689,6484,101727476,69363,7372,511344036,195487,5340,1043900580,234694,3900,915306600,117960,1616,190623360,40284,2692,108444528,,,,
21,2014-03,,,,,,,53979,6028,325385412,220843,3536,780900848,15618,6484,101267112,68913,7372,508026636,197302,5340,1053592680,235965,3900,920263500,121435,1616,196238960,40863,2692,110003196,,,,
20,2014-04,,,,,,,54296,5044,273869024,223079,3208,715637432,15446,5508,85076568,69945,5804,405960780,201514,5044,1016436616,236547,3788,896040036,127174,1656,210600144,41446,2724,112898904,,,,
19,2014-05,,,,,,,54278,5044,273778232,224768,3208,721055744,15828,5508,87180624,70243,5804,407690372,203409,5044,1025994996,236575,3788,896146100,133906,1656,221748336,41710,2724,113618040,,,,
18,2014-06,,,,,,,54586,5044,275331784,226299,3208,725967192,15461,5508,85159188,70833,5804,411114732,205119,5044,1034620236,235871,3788,893479348,135992,1656,225202752,42304,2724,115236096,,,,
17,2014-07,,,,,,,54355,5264,286124720,225589,3256,734517784,15667,5504,86231168,71189,5572,396665108,205945,5188,1068442660,235215,4048,952150320,135870,1684,228805080,42165,2776,117050040,,,,
16,2014-08,,,,,,,54448,5264,286614272,226053,3256,736028568,15856,5504,87271424,71262,5572,397071864,206633,5188,1072012004,235008,4048,951312384,137277,1684,231174468,41772,2776,115959072,,,,
15,2014-09,,,,,,,54107,5264,284819248,225913,3256,735572728,15287,5504,84139648,70807,5572,394536604,205474,5188,1065999112,237180,4048,960104640,133917,1684,225516228,42011,2776,116622536,,,,
14,2014-10,,,,,,,54087,5540,299641980,228356,3400,776410400,15560,5824,90621440,70950,8012,568451400,206205,5760,1187740800,238966,4112,982628192,131560,1780,234176800,41599,2916,121302684,,,,
13,2014-11,,,,,,,54158,5540,300035320,234779,3400,798248600,15324,5824,89246976,71170,8012,570214040,205882,5760,1185880320,240098,4112,987282976,128794,1780,229253320,41618,2916,121358088,,,,
12,2014-12,,,,,,,54064,5540,299514560,238384,3400,810505600,15314,5824,89188736,71260,8012,570935120,205573,5760,1184100480,240609,4112,989384208,127752,1780,227398560,41668,2916,121503888,,,,
11,2015-01,,,,,,,53313,6092,324782796,227565,3712,844721280,15675,6732,105524100,70456,7592,534901952,198710,5380,1069059800,237781,3964,942563884,124269,1608,199824552,40734,2728,111122352,,,,
10,2015-02,,,,,,,53219,6092,324210148,225148,3712,835749376,15538,6732,104601816,70610,7592,536071120,198975,5380,1070485500,239557,3964,949603948,124662,1608,200456496,40866,2728,111482448,,,,
9,2015-03,,,,,,,53129,6092,323661868,225615,3712,837482880,15631,6732,105227892,70510,7592,535311920,200234,5380,1077258920,239593,3964,949746652,127141,1608,204442728,41092,2728,112098976,,,,
8,2015-04,2116.0,2916.0,6170256.0,70764.0,4364.0,308814096.0,52976,5180,274415680,229295,3268,749336060,15834,5572,88227048,71133,5988,425944404,204663,5232,1070796816,241412,3868,933781616,131624,1736,228499264,41373,2824,116837352,,,,
7,2015-05,2268.0,2916.0,6613488.0,72129.0,4364.0,314770956.0,53129,5180,275208220,231409,3268,756244612,15909,5572,88644948,71436,5988,427758768,206059,5232,1078100688,241770,3868,935166360,138793,1736,240944648,41810,2824,118071440,,,,
6,2015-06,2175.0,2916.0,6342300.0,73408.0,4364.0,320352512.0,53627,5180,277787860,234086,3268,764993048,15771,5572,87876012,72103,5988,431752764,207395,5232,1085090640,240700,3868,931027600,140529,1736,243958344,42239,2824,119282936,,,,
5,2015-07,,,,,,,53938,5300,285871400,233468,3352,782584736,16094,5788,93152072,72540,5804,421022160,209789,5092,1068245588,240386,4180,1004813480,141466,1752,247848432,42575,2856,121594200,,,,
4,2015-08,,,,,,,54086,5300,286655800,233277,3352,781944504,15877,5788,91896076,72699,5804,421944996,211018,5092,1074503656,239261,4180,1000110980,140923,1752,246897096,42308,2856,120831648,,,,
3,2015-09,,,,,,,53553,5300,283830900,233508,3352,782718816,15589,5788,90229132,71854,5804,417040616,208519,5092,1061778748,241595,4180,1009867100,136670,1752,239445840,41912,2856,119700672,,,,
2,2015-10,,,,,,,53460,5744,307074240,237771,3604,856926684,15750,6360,100170000,72098,8164,588608072,212572,6044,1284785168,244318,4448,1086726464,133452,1900,253558800,41701,3148,131274748,,,,
1,2015-11,,,,,,,53416,5744,306821504,242723,3604,874773692,15677,6360,99705720,72410,8164,591155240,212138,6044,1282162072,245781,4448,1093233888,131735,1900,250296500,41861,3148,131778428,,,,
0,2015-12,,,,,,,53716,5744,308544704,246242,3604,887456168,15604,6360,99241440,72702,8164,593539128,210939,6044,1274915316,246015,4448,1094274720,131892,1900,250594800,41881,3148,131841388,,,,
