"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","WDF2","WDF5","WSF2","WSF5"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-08","7.61"," 1320","0.00","  320","  330","18.1","23.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-09","4.92"," 2057","0.46","   70","   70","15.0","19.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-10","19.91"," 1746","0.00","  270","  280","36.9","46.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-11","14.99"," 0143","0.00","  310","  300","29.1","38.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-12","7.38"," 0235","0.00","  330","  340","21.0","25.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-13","11.63"," 1000","0.00","  350","  340","25.1","32.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-14","10.07"," 1502","0.00","  270","  270","19.9","23.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-15","8.72"," 1840","0.00","  250","  200","25.1","33.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-16","15.66"," 1059","0.00","  270","  280","30.0","38.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-17","10.29"," 0958","0.00","  280","   80","21.0","29.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-18","12.75"," 1338","0.00","  280","  240","23.9","36.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-19","9.84"," 1444","0.00","  290","  290","23.0","29.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-20","5.37"," 1026","0.00","  340","  340","18.1","23.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-21","4.03"," 0829","0.00","  340","  320","13.0","31.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-22","5.82"," 0932","0.15","  130","  170","17.0","74.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-23","11.63"," 1427","0.00","  330","  310","21.0","25.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-24","9.17"," 1049","0.25","  340","  210","18.1","49.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-25","16.11"," 2157","0.07","  280","  280","29.1","40.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-26","20.58"," 0844","0.00","  260","  270","33.1","46.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-27","10.29"," 0004","0.00","  250","  270","25.1","31.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-02-28","9.40"," 1440","0.00","  300","  310","23.9","31.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-01","11.41"," 1507","0.00","  330","  270","23.0","30.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-02","10.51"," 2308","0.64","   50","   50","30.0","38.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-03","19.91"," 0420","0.95","  350","  340","35.1","46.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-04","12.97"," 0943","0.00","  330","  320","25.1","31.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-05","11.63"," 1027","0.00","   10","   10","21.0","25.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-06","10.96"," 0916","0.00","  350","  340","23.9","30.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-07","5.37"," 0922","0.00","  320","  340","15.0","19.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-08","4.92"," 1141","0.00","  360","   10","17.0","21.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-09","5.37"," 2101","0.00","  130","  140","10.1","14.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-10","5.37"," 1400","0.00","  270","  270","15.0","17.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-11","6.93"," 1148","0.08","  150","  140","16.1","19.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-12","13.87"," 2157","0.57","   90","   80","33.1","42.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-13","7.38"," 0004","0.02","   80","  130","18.1","23.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-14","8.28"," 1037","0.03","  310","  310","23.9","25.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-15","12.75"," 2004","0.10","  360","  360","23.0","36.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-16","12.08"," 1217","0.00","  360","  340","23.0","28.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-17","3.36"," 1620","0.00","  140","  120","10.1","14.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-18","3.36"," 1405","0.00","  100","   80","12.1","14.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-19","4.70"," 1223","0.00","  340","  320","14.1","17.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-20","7.61"," 1556","0.00","  140","  140","19.9","25.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-21","10.29"," 1204","0.00","  200","  210","18.1","25.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-22","10.74"," 1427","0.06","  210","  180","18.1","25.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-23","12.30"," 1429","0.00","  270","  210","25.1","38.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-24","10.07"," 1119","0.00","  300","  310","19.9","28.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-25","10.96"," 1648","0.00","  210","  200","23.9","31.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-26","15.43"," 1321","0.30","   30","   30","32.0","45.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-27","12.30"," 1813","0.00","  150","  210","33.1","189.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-28","12.30"," 1608","0.00","  150","  150","28.0","42.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-29","10.51"," 2317","2.21","  160","  340","21.9","28.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-30","13.87"," 1702","0.09","  330","  230","25.9","53.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-03-31","9.17"," 0828","0.00","  320","  320","23.0","30.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-01","4.92"," 0419","0.00","   30","  240","15.0","25.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-02","8.50"," 1239","0.00","  120","  110","16.1","19.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-03","8.50"," 1621","0.00","  160","  170","16.1","19.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-04","7.16"," 1525","0.00","   40","  210","14.1","25.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-05","7.38"," 0129","0.00","  230","   90","19.9","30.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-06","12.75"," 0332","0.00","  250","  250","21.0","28.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-07","16.11"," 2338","0.00","  260","  210","23.9","30.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-08","18.34"," 2312","0.00","  210","  190","28.0","40.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-09","12.30"," 0959","0.35","  350","   10","28.0","38.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-10","4.70"," 1530","0.00","  280","  340","16.1","40.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-11","8.28"," 0954","0.00","  250","  250","16.1","19.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-12","7.16"," 1539","0.00","   30","   30","17.0","19.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-13","9.62"," 2023","0.04","   60","   70","21.0","30.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-14","9.40"," 0628","0.00","   30","  350","18.1","32.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-15","4.70"," 1301","0.00","  130","   80","12.1","15.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-16","12.30"," 1551","0.00","  240","  270","23.9","29.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-17","10.29"," 2020","0.00","   30","   20","23.9","31.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-18","8.28"," 1817","0.00","  350","  330","21.0","44.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-19","7.83"," 0748","0.00","  230","  220","25.1","52.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-20","5.82"," 1124","0.00","  250","   30","17.0","23.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-21","4.70"," 1143","0.05","  230","  350","14.1","17.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-22","9.17"," 1455","0.00","  330","  330","113.0","113.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-23","5.82"," 1308","0.00","   70","   70","14.1","28.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-24","8.28"," 1135","0.02","   10","  200","21.0","85.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-25","14.76"," 1255","0.18","  230","  230","28.0","38.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-26","10.07"," 1152","0.75","  240","  250","21.0","30.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-27","7.83"," 0514","0.11","  140","  100","19.9","28.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-28","10.07"," 1450","0.00","  320","  290","23.0","31.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-29","6.93"," 1635","0.00","  270","  260","21.0","32.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-04-30","10.96"," 1205","0.00","  220","  230","19.9","25.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-01","14.32"," 1322","0.00","  250","  240","21.9","29.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-02","14.09"," 1025","0.00","  230","  240","25.1","32.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-03","16.11"," 1620","0.00","  240","  240","25.1","31.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-04","6.71"," 0430","0.00","  330","  240","16.1","19.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-05","6.71"," 1457","0.00","  150","  140","18.1","25.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-06","11.86"," 1551","0.00","  240","  240","21.0","23.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-07","10.07"," 1526","0.00","   90","  120","17.0","23.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-08","18.34"," 0850","0.00","  290","  230","32.0","40.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-09","11.41"," 1703","0.00","  320","  300","21.9","35.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-10","8.72"," 1217","0.00","  360","  260","19.9","70.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-11","8.95"," 1153","0.00","  350","  340","28.0","66.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-12","14.76"," 1811","0.06","  290","  290","29.1","36.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-13","9.62"," 1059","0.13","   20","  120","23.0","30.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-14","8.95"," 0948","0.03","  230","  290","17.0","25.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-15","9.62"," 0525","0.01","  120","  260","23.0","30.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-16","7.83"," 0901","0.23","   60","  350","15.0","23.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-17","11.18"," 1541","1.09","   80","   70","19.9","25.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-18","9.62"," 1637","0.96","  330","  290","17.0","25.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-19","4.92"," 1536","0.00","  120","   70","12.1","14.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-20","4.25"," 1401","0.00","  260","  220","18.1","40.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-21","4.92"," 1744","0.00","  130","  130","10.1","16.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-22","5.82"," 0740","0.00","  340","  340","23.9","32.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-23","5.82"," 1206","0.00","   80","  100","15.0","17.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-24","8.05"," 0502","0.00","   10","  340","15.0","29.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-25","12.30"," 1208","0.00","   30","   40","23.0","30.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-26","7.38"," 0913","0.00","   40","  350","15.0","23.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-27","8.50"," 1308","0.00","   90","   20","19.9","32.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-28","9.62"," 1515","0.05","  350","  190","19.9","25.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-29","8.50"," 0535","0.00","  230","  100","18.1","28.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-30","8.95"," 0907","0.31","  280","  260","19.9","40.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-05-31","9.84"," 2356","0.00","  230","  190","18.1","23.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-01","12.75"," 1504","0.01","  230","  220","19.9","25.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-02","8.05"," 1237","0.00","  150","  190","16.1","23.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-03","9.62"," 0732","0.00","  160","  260","18.1","42.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-04","8.05"," 1627","0.00","  160","  250","17.0","28.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-05","10.51"," 0754","0.00","  240","  220","18.1","30.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-06","13.87"," 1922","0.18","  240","  350","29.1","36.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-07","6.49"," 1055","0.00","  350","   60","15.0","23.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-08","5.37"," 1527","0.00","  350","  340","17.0","28.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-09","8.72"," 0749","0.23","  230","  330","18.1","31.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-10","8.50"," 1744","0.00","  240","  200","16.1","23.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-11","6.93"," 0800","0.00","   50","   50","16.1","21.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-12","7.38"," 1801","0.00","  140","  320","17.0","59.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-13","8.28"," 1809","0.47","  360","   10","23.9","29.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-14","6.71"," 0815","0.09","  350","  340","15.0","23.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-15","7.83"," 1258","0.00","   60","   50","15.0","21.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-16","7.61"," 1716","0.84","  220","  220","25.9","38.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-17","7.38"," 1304","0.00","  300","  290","15.0","21.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-18","6.26"," 1801","0.00","  140","  120","10.1","15.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-19","8.05"," 1540","0.00","  160","  170","19.9","25.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-20","6.93"," 2139","0.42","  320","  310","25.9","30.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-21","5.82"," 1507","0.00","  360","  130","13.0","21.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-22","5.14"," 1805","0.02","  150","  160","13.0","16.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-23","7.38"," 1946","0.05","  260","  290","15.0","21.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-24","8.50"," 1552","0.25","  230","  220","18.1","23.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-25","5.59"," 0220","0.10","  210","  320","18.1","25.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-26","8.28"," 1554","0.00","  160","  160","16.1","21.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-27","10.51"," 1221","0.00","  240","  260","17.0","23.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-28","14.32"," 1525","0.00","  240","  240","23.9","29.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-29","8.50"," 1837","1.06","  230","  210","18.1","25.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-06-30","8.28"," 0755","0.01","   30","  350","21.0","28.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-01","4.92"," 0629","0.00","   60","   80","21.0","31.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-02","6.71"," 0601","0.00","   10","  210","18.1","29.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-03","4.70"," 1707","0.00","  120","  180","13.0","33.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-04","8.50"," 0931","0.00","  140","  270","16.1","21.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-05","8.50"," 1307","0.00","  210","  200","15.0","21.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-06","5.37"," 0715","0.00","   80","  220","13.0","30.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-07","7.61"," 1437","0.00","  360","  360","19.9","23.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-08","9.17"," 1603","0.00","   80","   60","16.1","19.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-09","8.50"," 1332","0.00","   70","   80","16.1","21.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-10","7.61"," 1322","0.67","  340","  340","23.0","28.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-11","7.61"," 1313","0.00","  350","  350","14.1","17.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-12","9.62"," 1625","0.00","  150","  150","16.1","30.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-13","10.51"," 1710","0.05","  220","  210","21.0","28.0"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-14","9.40"," 1303","0.13","  210","  200","18.1","25.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-15","6.71"," 0556","0.00","  110","  150","15.0","25.9"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-16","10.51"," 1640","0.00","  230","  200","18.1","25.1"
"USW00013769","OCEANA NAS, VA US","36.81667","-76.03333","7.0","2010-07-17","12.30"," 0020","0.02","  220","  220","19.9","25.1"
