"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","WDF2","WDF5","WSF2","WSF5"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-14","2.91"," 1706"," 1704","0.00","0.0","0.0","  180","  180","10.1","14.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-15","7.61"," 1523"," 1649","0.00","0.0","0.0","  300","  290","21.0","25.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-16","6.49"," 1245"," 1330","0.00","0.0","0.0","  280","  260","15.0","17.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-17","6.49"," 2354"," 2358","0.72","0.0","0.0","   40","   40","17.0","23.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-18","17.45"," 0716"," 1005","0.72","0.0","0.0","   10","  360","32.0","38.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-19","2.46"," 1525"," 1525","0.18","0.0","0.0","  310","  300","10.1","13.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-20","7.61"," 1443"," 1443","0.00","0.0","0.0","  330","  340","17.9","25.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-21","6.71"," 1004"," 1015","0.00","0.0","0.0","  350","  360","15.0","19.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-22","10.51"," 1637"," 1636","0.00","0.0","0.0","   20","   30","25.9","33.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-23","6.04"," 0240"," 0150","0.00","0.0","0.0","  360","  360","15.0","21.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-24","2.91"," 1232"," 1231","0.00","0.0","0.0","  150","  150","14.1","17.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-25","16.33"," 1421"," 1647","1.38","0.0","0.0","  160","  170","32.0","48.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-26","9.62"," 1346"," 1201","0.00","0.0","0.0","  220","  250","21.0","25.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-27","5.59"," 1036"," 1459","0.00","0.0","0.0","  320","  270","16.1","21.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-28","9.17"," 2107"," 2106","0.05","0.5","0.0","  290","  290","32.0","45.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-29","20.80"," 1519"," 1333","0.00","0.0","0.0","  290","  290","32.0","44.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-30","9.40"," 2352"," 0054","0.00","0.0","0.0","  280","  280","21.9","29.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-01-31","9.62"," 0859"," 1243","0.00","0.0","0.0","  350","  330","16.1","21.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-01","8.50"," 1238"," 1237","0.00","0.0","0.0","  290","  290","21.0","28.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-02","3.58"," 1621"," 0212","0.00","0.0","0.0","  170","  290","8.1","13.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-03","4.70"," 1644"," 1643","0.01","0.3","0.0","  350","  350","15.0","19.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-04","9.62"," 0947"," 0944","0.00","0.0","0.0","  310","  300","21.0","29.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-05","7.83"," 2349"," 2348","0.00","0.0","0.0","   10","   20","15.0","17.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-06","15.43"," 1420"," 1420","0.00","0.0","0.0","   40","   40","28.0","33.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-07","13.20"," 1339"," 1339","0.00","0.0","0.0","  310","  310","23.0","31.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-08","11.86"," 1612"," 1612","0.00","0.0","0.0","  290","  290","23.0","29.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-09","6.49"," 1012"," 0900","0.00","0.0","0.0","  350","  310","17.0","21.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-10","13.87"," 2030"," 1913","0.25","2.2","0.0","   10","   10","34.9","44.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-11","13.87"," 0107"," 0105","0.00","0.0","2.0","  360","  360","25.9","34.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-12","9.84"," 0949"," 0949","0.00","0.0","0.0","  320","  330","19.9","23.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-13","8.95"," 1900"," 1859","0.00","0.0","0.0","  310","  310","17.0","23.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-14","13.65"," 1425"," 1438","0.00","0.0","0.0","  300","  320","25.9","36.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-15","10.96"," 1342"," 0145","0.00","0.0","0.0","  250","  280","21.0","30.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-16","9.62"," 2323"," 1943","0.17","1.8","1.0","  310","  330","17.9","25.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-17","9.17"," 0201"," 0118","0.00","0.0","1.0","  310","  300","19.9","29.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-18","12.75"," 2050"," 2049","0.00","0.0","0.0","  290","  290","23.9","34.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-19","14.99"," 1250"," 1407","0.00","0.0","0.0","  280","  290","28.0","36.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-20","10.29"," 1742"," 1819","0.00","0.0","0.0","  290","  270","21.0","25.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-21","10.07"," 1408"," 1527","0.00","0.0","0.0","  290","  300","21.9","29.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-22","6.93"," 0918"," 0926","0.00","0.0","0.0","  350","  350","17.0","21.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-23","8.95"," 2302"," 2301","0.78","0.1","0.0","   60","   50","17.0","23.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-24","10.51"," 1306"," 1252","1.80","0.0","0.0","  100","  100","23.9","29.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-25","10.51"," 1952"," 1919","1.42","0.0","0.0","   60","   50","25.1","33.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-26","13.87"," 0118"," 0104","0.01","0.1","0.0","  160","  160","31.1","44.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-27","6.49"," 1342"," 1341","0.03","0.4","0.0","  170","  170","14.1","16.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-02-28","8.28"," 2313"," 2312","0.00","0.0","0.0","  310","  320","17.9","25.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-01","16.11"," 1304"," 0813","0.09","0.0","0.0","  330","  340","25.1","36.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-02","6.04"," 1555"," 1558","0.00","0.0","0.0","  150","  150","14.1","16.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-03","16.11"," 1549"," 1543","0.06","0.6","0.0","   30","   20","29.1","38.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-04","14.32"," 1321"," 1415","0.07","0.0","0.0","  360","   10","23.0","31.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-05","11.18"," 0933"," 0932","0.00","0.0","0.0","   10","  360","21.9","25.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-06","8.50"," 1647"," 1656","0.00","0.0","0.0","  300","  320","17.0","21.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-07","8.05"," 1446"," 2131","0.00","0.0","0.0","  270","  300","17.0","21.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-08","8.72"," 1620"," 1620","0.00","0.0","0.0","  290","  290","28.0","34.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-09","7.16"," 0932"," 1108","0.00","0.0","0.0","  310","  290","17.9","23.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-10","4.92"," 1420"," 1421","0.00","0.0","0.0","  180","  170","15.0","16.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-11","3.58"," 2354"," 2226","0.02","0.0","0.0","   20","   30","8.9","12.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-12","10.74"," 1736"," 1758","0.00","0.0","0.0","   50","   40","17.9","21.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-13","16.78"," 2334"," 2310","1.90","0.0","0.0","   50","   50","31.1","42.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-14","19.69"," 0744"," 0125","1.28","0.0","0.0","   90","   60","31.1","40.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-15","21.47"," 2108"," 2108","0.50","0.0","0.0","   30","   30","30.0","38.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-16","13.20"," 1232"," 0256","0.00","0.0","0.0","   30","   30","23.9","31.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-17","5.82"," 1452"," 1453","0.00","0.0","0.0","  160","  150","16.1","19.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-18","8.72"," 1136"," 1012","0.00","0.0","0.0","  290","  250","21.0","25.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-19","5.59"," 1422"," 1411","0.00","0.0","0.0","  180","  180","21.0","25.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-20","7.16"," 1613"," 1613","0.00","0.0","0.0","  220","  220","21.0","25.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-21","7.83"," 1631"," 1630","0.00","0.0","0.0","  150","  160","14.1","16.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-22","5.59"," 2220"," 2219","0.08","0.0","0.0","   30","   30","16.1","19.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-23","9.40"," 1144"," 1143","3.30","0.0","0.0","   20","   20","19.9","23.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-24","15.88"," 1349"," 1250","0.00","0.0","0.0","  300","  290","30.0","42.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-25","12.08"," 1659"," 1651","0.00","0.0","0.0","  190","  210","25.1","32.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-26","14.32"," 0753"," 0801","0.21","0.0","0.0","  360","   10","29.1","34.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-27","9.40"," 0809"," 0809","0.00","0.0","0.0","   10","   10","19.9","23.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-28","9.17"," 1412"," 1055","0.02","0.0","0.0","  150","  160","17.9","23.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-29","12.08"," 0745"," 0744","3.47","0.0","0.0","  160","  170","25.9","38.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-30","12.97"," 1211"," 1340","5.32","0.0","0.0","  100","   90","23.9","31.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-03-31","8.50"," 1637"," 0547","0.02","0.0","0.0","   20","   40","17.0","25.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-01","7.61"," 0811"," 0555","0.00","0.0","0.0","  360","   10","19.9","23.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-02","4.03"," 1539"," 1541","0.00","0.0","0.0","  150","  160","16.1","19.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-03","8.05"," 1338"," 1329","0.00","0.0","0.0","  150","  160","21.9","25.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-04","6.93"," 1654"," 1654","0.00","0.0","0.0","  300","  300","17.0","21.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-05","7.61"," 1525"," 1524","0.00","0.0","0.0","  200","  200","23.9","29.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-06","4.47"," 1455"," 1452","0.00","0.0","0.0","  170","  170","14.1","17.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-07","9.17"," 1544"," 1544","0.00","0.0","0.0","  240","  230","23.9","31.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-08","8.50"," 1359"," 1359","0.00","0.0","0.0","  160","  160","17.0","21.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-09","9.62"," 2044"," 2342","0.93","0.0","0.0","  310","  240","23.9","38.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-10","12.75"," 1148"," 0008","0.00","0.0","0.0","  290","  280","23.9","33.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-11","10.07"," 1211"," 1217","0.00","0.0","0.0","  250","  270","23.0","30.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-12","6.04"," 1600"," 1559","0.00","0.0","0.0","  340","  350","17.9","23.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-13","5.14"," 1634"," 1633","0.00","0.0","0.0","  160","  160","17.9","21.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-14","7.83"," 1535"," 1519","0.00","0.0","0.0","  190","  170","21.9","23.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-15","9.17"," 1032"," 1031","0.00","0.0","0.0","   10","   10","23.9","30.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-16","7.38"," 2153"," 2151","0.41","0.0","0.0","  100","  100","16.1","19.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-17","6.71"," 1024"," 1528","0.11","0.0","0.0","   20","   40","14.1","16.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-18","6.04"," 1239"," 1333","0.00","0.0","0.0","  280","  300","14.1","16.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-19","9.40"," 0922"," 1212","0.00","0.0","0.0","  360","  360","23.0","28.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-20","6.04"," 1131"," 1130","0.00","0.0","0.0","  310","  300","15.0","19.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-21","8.05"," 1544"," 1515","0.00","0.0","0.0","  200","  210","21.9","28.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-22","7.16"," 1443"," 1443","0.38","0.0","0.0","   40","   40","21.9","25.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-23","9.40"," 1307"," 1306","0.00","0.0","0.0","  310","  310","19.9","25.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-24","8.50"," 1656"," 1725","0.00","0.0","0.0","  200","  200","21.9","25.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-25","6.71"," 1413"," 1424","0.16","0.0","0.0","  170","  170","15.0","17.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-26","7.61"," 0654"," 0652","0.07","0.0","0.0","   40","   50","15.0","19.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-27","7.16"," 1556"," 1555","0.11","0.0","0.0","  310","  320","17.0","23.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-28","12.75"," 1623"," 1617","0.01","0.0","0.0","  310","  310","25.9","36.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-29","14.32"," 1308"," 1333","0.00","0.0","0.0","  280","  290","32.0","45.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-04-30","8.95"," 1432"," 1431","0.00","0.0","0.0","  310","  320","25.9","38.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-01","6.04"," 1516"," 1516","0.00","0.0","0.0","  150","  140","17.9","23.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-02","7.83"," 1317"," 1313","0.00","0.0","0.0","  150","  160","17.0","21.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-03","10.29"," 1411"," 1411","0.36","0.0","0.0","  230","  230","30.0","36.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-04","9.40"," 1516"," 1513","0.10","0.0","0.0","  290","  280","36.9","48.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-05","10.29"," 1652"," 1727","0.00","0.0","0.0","  200","  220","21.0","28.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-06","12.53"," 1450"," 1449","0.00","0.0","0.0","  260","  260","23.9","32.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-07","10.07"," 0931"," 0910","0.00","0.0","0.0","  290","  290","17.9","23.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-08","7.61"," 2210"," 2157","0.84","0.0","0.0","  270","  290","31.1","40.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-09","17.90"," 1050"," 0743","0.00","0.0","0.0","  280","  260","28.0","44.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-10","10.07"," 1550"," 1550","0.00","0.0","0.0","  320","  320","21.0","29.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-11","7.61"," 1610"," 1609","0.00","0.0","0.0","  220","  220","16.1","19.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-12","4.25"," 1332"," 1215","0.00","0.0","0.0","  170","  150","13.0","16.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-13","8.28"," 1333"," 1323","0.00","0.0","0.0","  160","  170","19.9","23.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-14","7.16"," 1618"," 0054","0.08","0.0","0.0","  150","  250","15.0","19.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-15","10.96"," 0810"," 0810","0.01","0.0","0.0","  310","  310","25.9","34.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-16","7.16"," 1609"," 1626","0.00","0.0","0.0","  360","  330","17.9","23.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-17","6.71"," 1440"," 1046","0.00","0.0","0.0","  170","  330","19.9","28.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-18","8.28"," 2329"," 2315","0.84","0.0","0.0","   50","   50","23.0","33.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-19","10.51"," 0139"," 0001","0.06","0.0","0.0","   40","   60","21.0","29.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-20","6.49"," 1634"," 1732","0.00","0.0","0.0","  220","  240","16.1","19.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-21","6.71"," 0742"," 1653","0.00","0.0","0.0","   10","  150","16.1","21.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-22","5.82"," 1822"," 1821","0.00","0.0","0.0","  160","  160","13.0","15.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-23","5.14"," 1728"," 1703","0.00","0.0","0.0","  180","  160","10.1","14.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-24","6.04"," 1517"," 1531","0.00","0.0","0.0","  150","  160","17.0","21.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-25","7.38"," 1519"," 1656","0.00","0.0","0.0","  180","  240","17.0","19.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-26","6.93"," 2359"," 2358","0.00","0.0","0.0","   20","   20","25.9","32.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-27","7.61"," 2359"," 2358","0.16","0.0","0.0","   20","   20","25.9","32.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-28","7.61"," 1633"," 1640","0.00","0.0","0.0","  160","  150","16.1","19.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-29","7.83"," 1554"," 1526","0.07","0.0","0.0","  220","  210","17.9","23.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-30","8.28"," 1620"," 1619","0.00","0.0","0.0","  300","  320","19.9","28.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-05-31","8.72"," 1318"," 1315","0.00","0.0","0.0","  150","  150","19.9","23.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-06-01","7.61"," 1459"," 1456","0.09","0.0","0.0","  230","  210","21.9","29.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-06-02","7.16"," 1611"," 1725","0.00","0.0","0.0","  160","  160","19.9","23.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-06-03","8.28"," 1440"," 1439","0.02","0.0","0.0","  220","  220","21.0","29.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-06-04","5.59"," 1555"," 1555","0.00","0.0","0.0","  160","  160","16.1","19.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-06-05","7.38"," 1016"," 2043","1.21","0.0","0.0","  140","  240","15.0","17.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-06-06","11.41"," 1452"," 1514","0.01","0.0","0.0","  200","  220","28.0","36.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-06-07","10.74"," 0930"," 1142","0.00","0.0","0.0","  350","  320","19.9","25.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-06-08","7.61"," 1207"," 1205","0.01","0.0","0.0","  320","  330","25.1","32.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-06-09","5.82"," 2322"," 2322","0.27","0.0","0.0","  150","  140","17.9","23.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-06-10","5.82"," 0208"," 0201","0.20","0.0","0.0","  140","  140","14.1","19.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-06-11","6.04"," 1549"," 1546","0.00","0.0","0.0","  170","  180","14.1","16.1"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-06-12","6.04"," 1655"," 1510","0.37","0.0","0.0","  180","  210","13.0","25.9"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-06-13","7.38"," 2024"," 1414","0.39","0.0","0.0","   30","  360","14.1","17.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-06-14","5.59"," 1415"," 2049","0.00","0.0","0.0","  150","  360","13.0","15.0"
"USW00014765","PROVIDENCE, RI US","41.7225","-71.4325","16.8","2010-06-15","7.83"," 0130"," 0123","0.00","0.0","0.0","  360","   10","17.9","23.0"
