Date,Time (GMT),Verified (ft),Verified (ft) Max
2010-02-12,10:18,0.71,0.71
2010-02-12,16:18,-0.16,-0.16
2010-02-12,23:24,1.49,1.49
2010-02-13,05:48,0.71,0.71
2010-02-13,10:06,1.31,1.31
2010-02-13,18:36,-0.42,-0.42
2010-02-14,00:06,0.52,0.52
2010-02-14,05:54,-0.47,-0.47
2010-02-14,11:42,0.58,0.58
2010-02-14,18:54,-0.73,-0.73
2010-02-15,00:36,0.31,0.31
2010-02-15,06:54,-0.79,-0.79
2010-02-15,12:30,0.28,0.28
2010-02-15,18:54,-0.76,-0.76
2010-02-16,00:54,0.52,0.52
2010-02-16,07:18,-0.68,-0.68
2010-02-16,13:24,0.13,0.13
2010-02-16,19:54,-1.39,-1.39
2010-02-17,01:00,-0.65,-0.65
2010-02-17,07:18,-1.44,-1.44
2010-02-17,14:00,0.01,0.01
2010-02-17,19:54,-0.88,-0.88
2010-02-18,01:36,0.23,0.23
2010-02-18,08:00,-0.73,-0.73
2010-02-18,13:30,0.26,0.26
2010-02-18,21:36,-1.28,-1.28
2010-02-19,02:48,-0.45,-0.45
2010-02-19,09:12,-1.25,-1.25
2010-02-19,14:24,0.14,0.14
2010-02-19,22:24,-1.28,-1.28
2010-02-20,03:00,-0.72,-0.72
2010-02-20,09:06,-1.6,-1.6
2010-02-20,15:48,-0.42,-0.42
2010-02-20,22:18,-1.33,-1.33
2010-02-21,03:54,-0.46,-0.46
2010-02-21,09:00,-1.05,-1.05
2010-02-21,16:48,0.65,0.65
2010-02-22,00:00,-0.3,-0.3
2010-02-22,04:00,0.1,0.1
2010-02-22,10:30,-0.8,-0.8
2010-02-22,17:48,0.69,0.69
2010-02-23,00:24,-0.25,-0.25
2010-02-23,05:36,0.4,0.4
2010-02-23,11:00,-0.4,-0.4
2010-02-23,18:18,0.88,0.88
2010-02-24,02:00,-0.25,-0.25
2010-02-24,07:06,0.3,0.3
2010-02-24,11:36,-0.23,-0.23
2010-02-24,20:00,1.69,1.69
2010-02-25,03:00,0.89,0.89
2010-02-25,06:54,1.29,1.29
2010-02-25,14:42,-0.13,-0.13
2010-02-25,19:30,0.69,0.69
2010-02-26,04:48,-1.2,-1.2
2010-02-26,09:06,-0.58,-0.58
2010-02-26,14:30,-1.57,-1.57
2010-02-26,20:36,-0.34,-0.34
2010-02-27,04:48,-1.72,-1.72
2010-02-27,10:30,-0.79,-0.79
2010-02-27,15:18,-1.73,-1.73
2010-02-27,23:30,0.57,0.57
2010-02-28,04:24,-0.28,-0.28
2010-02-28,10:54,1.14,1.14
2010-02-28,17:24,-0.28,-0.28
2010-02-28,22:48,1.16,1.16
2010-03-01,06:12,-0.4,-0.4
2010-03-01,11:30,0.78,0.78
2010-03-01,18:24,-1.08,-1.08
2010-03-02,00:18,0.34,0.34
2010-03-02,06:36,-0.79,-0.79
2010-03-02,12:24,0.68,0.68
2010-03-02,19:18,-0.7,-0.7
2010-03-03,01:06,0.75,0.75
2010-03-03,07:36,-0.44,-0.44
2010-03-03,12:36,0.55,0.55
2010-03-03,20:18,-0.89,-0.89
2010-03-04,02:48,0.61,0.61
2010-03-04,07:18,0.08,0.08
2010-03-04,14:06,1.63,1.63
2010-03-04,21:48,-0.01,-0.01
2010-03-05,02:30,0.97,0.97
2010-03-05,08:48,-0.23,-0.23
2010-03-05,14:48,1.09,1.09
2010-03-05,22:36,-0.42,-0.42
2010-03-06,03:42,0.55,0.55
2010-03-06,09:24,-0.55,-0.55
2010-03-06,16:06,0.71,0.71
2010-03-06,23:12,-0.28,-0.28
2010-03-07,04:42,0.56,0.56
2010-03-07,09:54,-0.14,-0.14
2010-03-07,17:06,1.22,1.22
2010-03-08,01:06,-0.07,-0.07
2010-03-08,05:00,0.31,0.31
2010-03-08,10:48,-0.52,-0.52
2010-03-08,18:18,0.86,0.86
2010-03-09,01:48,-0.19,-0.19
2010-03-09,06:30,0.32,0.32
2010-03-09,12:12,-0.38,-0.38
2010-03-09,19:12,0.89,0.89
2010-03-10,02:42,-0.16,-0.16
2010-03-10,07:48,0.4,0.4
2010-03-10,13:12,-0.26,-0.26
2010-03-10,20:06,0.97,0.97
2010-03-11,03:18,-0.04,-0.04
2010-03-11,08:30,0.75,0.75
2010-03-11,14:00,0.03,0.03
2010-03-11,21:00,1.17,1.17
2010-03-12,04:24,0.11,0.11
2010-03-12,09:30,0.83,0.83
2010-03-12,15:42,-0.02,-0.02
2010-03-12,22:06,1.24,1.24
2010-03-13,04:18,0.24,0.24
2010-03-13,12:30,1.9,1.9
2010-03-13,14:36,1.29,1.29
2010-03-13,23:00,2.66,2.66
2010-03-14,05:36,1.55,1.55
2010-03-14,10:48,2.64,2.64
2010-03-14,17:36,1.44,1.44
2010-03-14,22:36,2.24,2.24
2010-03-15,06:12,1.05,1.05
2010-03-15,10:54,1.91,1.91
2010-03-15,18:18,0.43,0.43
2010-03-15,23:24,1.29,1.29
2010-03-16,06:48,0.02,0.02
2010-03-16,11:00,0.97,0.97
2010-03-16,18:18,0.27,0.27
2010-03-17,00:18,1.66,1.66
2010-03-17,06:36,0.84,0.84
2010-03-17,12:18,2.16,2.16
2010-03-17,19:42,0.63,0.63
2010-03-18,00:18,1.49,1.49
2010-03-18,07:12,0.36,0.36
2010-03-18,12:48,1.62,1.62
2010-03-18,20:30,-0.13,-0.13
2010-03-19,00:54,0.62,0.62
2010-03-19,07:24,-0.41,-0.41
2010-03-19,13:54,1.21,1.21
2010-03-19,21:00,-0.13,-0.13
2010-03-20,01:30,0.67,0.67
2010-03-20,08:06,-0.32,-0.32
2010-03-20,14:18,1.2,1.2
2010-03-20,21:42,-0.04,-0.04
2010-03-21,02:24,0.74,0.74
2010-03-21,08:18,-0.01,-0.01
2010-03-21,14:54,1.4,1.4
2010-03-21,22:18,0.23,0.23
2010-03-22,03:00,0.74,0.74
2010-03-22,09:36,-0.12,-0.12
2010-03-22,16:18,1.43,1.43
2010-03-22,22:54,0.81,0.81
2010-03-23,03:48,1.45,1.45
2010-03-23,10:54,0.5,0.5
2010-03-23,16:30,1.74,1.74
2010-03-24,01:18,-0.22,-0.22
2010-03-24,03:48,-0.07,-0.07
2010-03-24,11:00,-0.79,-0.79
2010-03-24,18:06,0.64,0.64
2010-03-25,01:30,-0.7,-0.7
2010-03-25,07:00,0.06,0.06
2010-03-25,12:30,-0.68,-0.68
2010-03-25,19:48,1.02,1.02
2010-03-26,02:30,-0.08,-0.08
2010-03-26,07:36,1.31,1.31
2010-03-26,15:18,-0.66,-0.66
2010-03-26,19:36,-0.09,-0.09
2010-03-27,02:12,-1.25,-1.25
2010-03-27,10:18,0.54,0.54
2010-03-27,13:36,0.29,0.29
2010-03-27,21:12,1.97,1.97
2010-03-28,04:24,1.05,1.05
2010-03-28,09:36,2.19,2.19
2010-03-28,16:36,0.74,0.74
2010-03-28,22:00,2.42,2.42
2010-03-29,03:30,1.73,1.73
2010-03-29,10:12,2.88,2.88
2010-03-29,18:00,0.94,0.94
2010-03-29,22:24,1.64,1.64
2010-03-30,06:00,-0.16,-0.16
2010-03-30,10:30,0.86,0.86
2010-03-30,17:54,-0.94,-0.94
2010-03-30,23:54,0.24,0.24
2010-03-31,06:12,-0.64,-0.64
2010-03-31,12:12,1.23,1.23
2010-03-31,19:48,-0.48,-0.48
2010-04-01,00:48,0.53,0.53
2010-04-01,06:06,-0.39,-0.39
2010-04-01,13:06,1.56,1.56
2010-04-01,20:30,-0.06,-0.06
2010-04-02,01:30,0.94,0.94
2010-04-02,07:24,0.02,0.02
2010-04-02,13:42,1.74,1.74
2010-04-02,21:06,0.16,0.16
2010-04-03,02:06,1.26,1.26
2010-04-03,07:54,0.38,0.38
2010-04-03,14:42,1.98,1.98
2010-04-03,22:36,0.54,0.54
2010-04-04,02:24,1.2,1.2
2010-04-04,09:48,0.34,0.34
2010-04-04,15:24,1.46,1.46
2010-04-04,23:42,-0.32,-0.32
2010-04-05,04:00,0.16,0.16
2010-04-05,09:42,-0.48,-0.48
2010-04-05,16:36,1.1,1.1
2010-04-06,00:00,0.05,0.05
2010-04-06,04:42,0.7,0.7
2010-04-06,11:24,-0.18,-0.18
2010-04-06,17:36,1.06,1.06
2010-04-07,00:36,0.07,0.07
2010-04-07,06:12,0.89,0.89
2010-04-07,12:18,0.18,0.18
2010-04-07,18:24,1,1.0
2010-04-08,01:30,-0.16,-0.16
2010-04-08,07:18,0.76,0.76
2010-04-08,13:30,0.14,0.14
2010-04-08,19:42,1.2,1.2
2010-04-09,02:18,0.22,0.22
2010-04-09,07:48,0.99,0.99
2010-04-09,17:06,-1.07,-1.07
2010-04-09,19:18,-0.91,-0.91
2010-04-10,01:48,-1.54,-1.54
2010-04-10,10:06,0.11,0.11
2010-04-10,15:54,-0.55,-0.55
2010-04-10,21:24,0.3,0.3
2010-04-11,03:00,-0.43,-0.43
2010-04-11,09:48,0.93,0.93
2010-04-11,16:48,-0.23,-0.23
2010-04-11,21:30,0.36,0.36
2010-04-12,04:06,-0.71,-0.71
2010-04-12,10:00,0.51,0.51
2010-04-12,17:30,-1.02,-1.02
2010-04-12,22:42,-0.14,-0.14
2010-04-13,03:24,-0.98,-0.98
2010-04-13,11:18,0.92,0.92
2010-04-13,18:12,-0.17,-0.17
2010-04-13,22:48,0.38,0.38
2010-04-14,04:30,-0.65,-0.65
2010-04-14,11:30,1.22,1.22
2010-04-14,19:18,-0.25,-0.25
2010-04-14,23:30,0.27,0.27
2010-04-15,05:00,-0.67,-0.67
2010-04-15,12:00,1.04,1.04
2010-04-15,19:36,-0.59,-0.59
2010-04-16,00:36,0.16,0.16
2010-04-16,05:36,-0.68,-0.68
2010-04-16,12:42,0.99,0.99
2010-04-16,20:00,-0.58,-0.58
2010-04-17,02:00,0.48,0.48
2010-04-17,05:54,-0.44,-0.44
2010-04-17,13:48,1.37,1.37
2010-04-17,21:06,-0.43,-0.43
2010-04-18,01:12,0.23,0.23
2010-04-18,07:06,-0.91,-0.91
2010-04-18,14:42,0.56,0.56
2010-04-18,21:30,-0.47,-0.47
2010-04-19,02:18,0.02,0.02
2010-04-19,08:24,-1,-1.0
2010-04-19,14:54,0.48,0.48
2010-04-19,21:54,-0.56,-0.56
2010-04-20,03:36,0.44,0.44
2010-04-20,09:00,-0.35,-0.35
2010-04-20,15:48,1.11,1.11
2010-04-20,23:18,-0.06,-0.06
2010-04-21,04:24,0.78,0.78
2010-04-21,09:30,0.08,0.08
2010-04-21,16:54,1.5,1.5
2010-04-22,00:36,0.47,0.47
2010-04-22,05:00,1.1,1.1
2010-04-22,11:48,-0.01,-0.01
2010-04-22,18:00,1.24,1.24
2010-04-23,00:36,0,0.0
2010-04-23,06:30,1.07,1.07
2010-04-23,13:06,-0.09,-0.09
2010-04-23,18:30,0.99,0.99
2010-04-24,01:42,-0.33,-0.33
2010-04-24,07:42,1.18,1.18
2010-04-24,14:30,-0.1,-0.1
2010-04-24,20:06,0.97,0.97
2010-04-25,02:06,0.13,0.13
2010-04-25,08:36,1.93,1.93
2010-04-25,15:42,0.69,0.69
2010-04-25,20:42,1.5,1.5
2010-04-26,03:30,-0.18,-0.18
2010-04-26,09:30,1.43,1.43
2010-04-26,16:24,0.26,0.26
2010-04-26,22:00,1.45,1.45
2010-04-27,03:12,0.54,0.54
2010-04-27,10:06,2.37,2.37
2010-04-27,18:18,0.35,0.35
2010-04-27,21:54,0.98,0.98
2010-04-28,04:48,-0.32,-0.32
2010-04-28,11:06,1.38,1.38
2010-04-28,18:42,-0.15,-0.15
2010-04-28,22:42,0.12,0.12
2010-04-29,05:36,-0.73,-0.73
2010-04-29,12:00,0.94,0.94
2010-04-29,19:30,-0.75,-0.75
2010-04-30,00:36,0.23,0.23
2010-04-30,05:54,-0.77,-0.77
2010-04-30,12:48,1.1,1.1
2010-04-30,20:12,-0.48,-0.48
2010-05-01,01:24,0.51,0.51
2010-05-01,06:24,-0.38,-0.38
2010-05-01,13:36,1.5,1.5
2010-05-01,21:06,-0.02,-0.02
2010-05-02,01:54,0.68,0.68
2010-05-02,07:48,-0.27,-0.27
2010-05-02,14:30,1.46,1.46
2010-05-02,21:24,0.32,0.32
2010-05-03,02:24,1.07,1.07
2010-05-03,08:30,0.19,0.19
2010-05-03,14:42,1.55,1.55
2010-05-03,23:12,0.08,0.08
2010-05-04,03:06,0.47,0.47
2010-05-04,10:06,-0.63,-0.63
2010-05-04,16:12,0.52,0.52
2010-05-04,22:24,-0.54,-0.54
2010-05-05,04:42,0.54,0.54
2010-05-05,09:54,-0.15,-0.15
2010-05-05,16:42,0.96,0.96
2010-05-05,23:54,-0.05,-0.05
2010-05-06,06:12,1.19,1.19
2010-05-06,11:06,0.69,0.69
2010-05-06,17:12,1.17,1.17
2010-05-07,01:18,-0.37,-0.37
2010-05-07,06:24,0.41,0.41
2010-05-07,12:42,-0.64,-0.64
2010-05-07,19:12,0.33,0.33
2010-05-07,22:30,0.12,0.12
2010-05-08,07:48,2.04,2.04
2010-05-09,03:06,-1.51,-1.51
2010-05-09,07:48,-0.93,-0.93
2010-05-09,14:48,-2.07,-2.07
2010-05-09,21:36,-1.44,-1.44
2010-05-10,01:54,-1.72,-1.72
2010-05-10,08:36,-0.66,-0.66
2010-05-10,15:54,-1.53,-1.53
2010-05-10,22:00,-0.79,-0.79
2010-05-11,01:54,-1.17,-1.17
2010-05-11,09:18,0.85,0.85
2010-05-11,16:54,-0.34,-0.34
2010-05-11,22:30,0.8,0.8
2010-05-12,02:00,0.4,0.4
2010-05-12,10:12,2.37,2.37
2010-05-12,18:54,0.32,0.32
2010-05-12,21:00,0.45,0.45
2010-05-13,04:30,-0.72,-0.72
2010-05-13,10:54,0.95,0.95
2010-05-13,17:36,-0.17,-0.17
2010-05-13,23:18,0.94,0.94
2010-05-14,04:12,0.35,0.35
2010-05-14,11:12,1.79,1.79
2010-05-14,19:30,-0.16,-0.16
2010-05-14,22:54,0.29,0.29
2010-05-15,06:24,-0.63,-0.63
2010-05-15,12:12,0.81,0.81
2010-05-15,19:42,-1,-1.0
2010-05-16,01:06,-0.01,-0.01
2010-05-16,05:48,-0.75,-0.75
2010-05-16,13:00,1.11,1.11
2010-05-16,20:12,-0.51,-0.51
2010-05-17,01:18,0.38,0.38
2010-05-17,06:30,-0.37,-0.37
2010-05-17,13:54,1.49,1.49
2010-05-17,21:12,0.13,0.13
2010-05-18,01:48,1.14,1.14
2010-05-18,07:12,0.22,0.22
2010-05-18,14:06,1.62,1.62
2010-05-18,22:24,-0.63,-0.63
2010-05-19,03:30,-0.14,-0.14
2010-05-19,08:06,-0.72,-0.72
2010-05-19,15:54,1.26,1.26
2010-05-19,22:30,0.31,0.31
2010-05-20,04:00,1.35,1.35
2010-05-20,10:36,0.2,0.2
2010-05-20,16:24,1.36,1.36
2010-05-21,00:12,-0.23,-0.23
2010-05-21,05:18,0.73,0.73
2010-05-21,11:06,-0.33,-0.33
2010-05-21,17:36,0.95,0.95
2010-05-22,00:30,-0.38,-0.38
2010-05-22,06:18,1,1.0
2010-05-22,12:54,0.08,0.08
2010-05-22,18:42,1.01,1.01
2010-05-23,01:00,-0.07,-0.07
2010-05-23,07:30,1.64,1.64
2010-05-23,14:24,0.37,0.37
2010-05-23,19:06,1.11,1.11
2010-05-24,01:48,-0.21,-0.21
2010-05-24,08:12,1.49,1.49
2010-05-24,15:36,-0.08,-0.08
2010-05-24,20:24,0.69,0.69
2010-05-25,03:00,-0.42,-0.42
2010-05-25,09:00,1.24,1.24
2010-05-25,16:42,-0.46,-0.46
2010-05-25,21:36,0.37,0.37
2010-05-26,02:54,-0.47,-0.47
2010-05-26,10:00,1.47,1.47
2010-05-26,17:36,-0.22,-0.22
2010-05-26,22:42,0.7,0.7
2010-05-27,04:24,-0.26,-0.26
2010-05-27,10:54,1.58,1.58
2010-05-27,18:42,-0.23,-0.23
2010-05-27,23:54,0.66,0.66
2010-05-28,04:36,-0.06,-0.06
2010-05-28,12:36,2.21,2.21
2010-05-28,19:30,0.74,0.74
2010-05-28,23:48,1.52,1.52
2010-05-29,06:06,0.46,0.46
2010-05-29,12:24,2.02,2.02
2010-05-29,19:54,0.38,0.38
2010-05-30,00:42,1.11,1.11
2010-05-30,07:00,-0.04,-0.04
2010-05-30,13:12,1.5,1.5
2010-05-30,20:54,-0.28,-0.28
2010-05-31,02:00,0.45,0.45
2010-05-31,06:54,-0.4,-0.4
2010-05-31,14:12,1.36,1.36
2010-05-31,21:12,0.09,0.09
2010-06-01,02:36,1.04,1.04
2010-06-01,07:42,0.13,0.13
2010-06-01,14:48,1.63,1.63
2010-06-01,22:12,0.32,0.32
2010-06-02,03:00,0.87,0.87
2010-06-02,09:48,-0.12,-0.12
2010-06-02,15:18,0.81,0.81
2010-06-02,22:00,-0.35,-0.35
2010-06-03,04:48,1.02,1.02
2010-06-03,09:42,0.56,0.56
2010-06-03,16:00,1.55,1.55
2010-06-03,23:06,0.44,0.44
2010-06-04,03:42,1.25,1.25
2010-06-04,11:24,0.32,0.32
2010-06-04,16:30,1.06,1.06
2010-06-04,23:30,0.04,0.04
2010-06-05,06:12,1.37,1.37
2010-06-05,12:00,0.61,0.61
2010-06-05,17:06,1.12,1.12
2010-06-06,00:18,0.03,0.03
2010-06-06,06:42,1.26,1.26
2010-06-06,12:36,0.36,0.36
2010-06-06,18:12,1.04,1.04
2010-06-07,01:30,-0.11,-0.11
2010-06-07,06:18,0.55,0.55
2010-06-07,14:18,-0.85,-0.85
2010-06-07,20:00,-0.34,-0.34
2010-06-07,23:42,-0.73,-0.73
2010-06-08,08:18,1.04,1.04
2010-06-08,15:42,-0.38,-0.38
2010-06-08,19:12,-0.16,-0.16
2010-06-09,01:12,-0.85,-0.85
2010-06-09,09:42,1.09,1.09
2010-06-09,14:42,0.33,0.33
2010-06-09,21:00,1.59,1.59
2010-06-10,02:54,1.11,1.11
2010-06-10,08:48,1.82,1.82
2010-06-10,17:48,-0.25,-0.25
2010-06-10,21:24,-0.02,-0.02
2010-06-11,02:36,-0.64,-0.64
2010-06-11,10:12,1.6,1.6
2010-06-11,17:48,0.09,0.09
2010-06-11,22:54,0.81,0.81
2010-06-12,03:48,0.06,0.06
2010-06-12,11:06,1.97,1.97
2010-06-12,18:12,0.66,0.66
2010-06-12,23:42,1.56,1.56
2010-06-13,05:42,0.36,0.36
2010-06-13,11:48,1.78,1.78
2010-06-13,19:42,-0.21,-0.21
2010-06-14,00:18,0.47,0.47
2010-06-14,06:06,-0.63,-0.63
2010-06-14,12:54,1.37,1.37
2010-06-14,19:36,0,0.0
2010-06-15,01:18,1.18,1.18
2010-06-15,07:12,0.02,0.02
2010-06-15,13:30,1.54,1.54
2010-06-15,20:42,-0.19,-0.19
2010-06-16,02:24,1.11,1.11
2010-06-16,07:30,0.11,0.11
2010-06-16,14:30,1.87,1.87
2010-06-16,21:54,0.31,0.31
2010-06-17,03:00,1.38,1.38
2010-06-17,09:36,0.09,0.09
2010-06-17,15:00,1.09,1.09
2010-06-17,22:36,-0.71,-0.71
2010-06-18,03:42,0.57,0.57
2010-06-18,09:42,-0.75,-0.75
2010-06-18,16:54,0.74,0.74
2010-06-18,22:30,-0.29,-0.29
2010-06-19,05:18,1.3,1.3
2010-06-19,11:06,0.35,0.35
2010-06-19,17:18,1.46,1.46
2010-06-20,00:00,0.26,0.26
2010-06-20,06:00,1.9,1.9
2010-06-20,13:30,0.44,0.44
2010-06-20,17:24,0.84,0.84
2010-06-21,00:30,-0.45,-0.45
2010-06-21,07:12,1.28,1.28
2010-06-21,14:36,-0.28,-0.28
2010-06-21,19:00,0.25,0.25
2010-06-22,00:48,-0.66,-0.66
2010-06-22,08:18,1.3,1.3
2010-06-22,15:18,-0.09,-0.09
2010-06-22,20:36,0.73,0.73
2010-06-23,01:48,-0.02,-0.02
2010-06-23,09:00,1.74,1.74
2010-06-23,16:30,0.03,0.03
2010-06-23,21:00,0.49,0.49
2010-06-24,02:54,-0.43,-0.43
2010-06-24,10:06,1.52,1.52
2010-06-24,17:06,-0.04,-0.04
2010-06-24,21:30,0.57,0.57
2010-06-25,04:06,-0.42,-0.42
2010-06-25,10:36,1.12,1.12
2010-06-25,18:12,-0.62,-0.62
2010-06-25,23:18,0.1,0.1
2010-06-26,04:18,-0.58,-0.58
2010-06-26,11:36,1.33,1.33
2010-06-26,18:18,0.09,0.09
2010-06-26,23:54,1.17,1.17
2010-06-27,05:36,0.13,0.13
2010-06-27,12:06,1.67,1.67
2010-06-27,19:24,0.12,0.12
2010-06-28,00:54,0.89,0.89
2010-06-28,06:24,-0.04,-0.04
2010-06-28,13:00,1.69,1.69
2010-06-28,20:06,0.07,0.07
2010-06-29,00:42,0.85,0.85
2010-06-29,07:06,-0.29,-0.29
2010-06-29,13:24,0.94,0.94
2010-06-29,20:30,-0.68,-0.68
2010-06-30,02:12,0.36,0.36
2010-06-30,07:00,-0.49,-0.49
2010-06-30,13:30,0.32,0.32
2010-06-30,20:24,-0.73,-0.73
2010-07-01,03:12,0.95,0.95
2010-07-01,09:18,0.06,0.06
2010-07-01,14:00,0.61,0.61
2010-07-01,22:12,-0.8,-0.8
2010-07-02,03:36,0.1,0.1
2010-07-02,09:24,-0.64,-0.64
2010-07-02,15:06,0.3,0.3
2010-07-02,21:42,-0.83,-0.83
2010-07-03,05:06,0.59,0.59
2010-07-03,09:18,0.24,0.24
2010-07-03,15:12,0.99,0.99
2010-07-03,23:00,-0.32,-0.32
2010-07-04,05:24,0.91,0.91
2010-07-04,10:24,0.44,0.44
2010-07-04,16:06,0.81,0.81
2010-07-04,23:24,-0.39,-0.39
2010-07-05,06:12,1.13,1.13
2010-07-05,13:12,0.35,0.35
2010-07-05,15:54,0.46,0.46
