Date,Time (GMT),Verified (ft),Verified (ft) Max
2010-01-19,06:24,5.76,5.76
2010-01-19,12:36,-3.22,-3.22
2010-01-19,18:42,5.41,5.41
2010-01-20,00:48,-3.84,-3.84
2010-01-20,07:00,5.17,5.17
2010-01-20,13:06,-3.41,-3.41
2010-01-20,19:12,5,5.0
2010-01-21,01:30,-3.79,-3.79
2010-01-21,07:42,4.64,4.64
2010-01-21,13:42,-3.49,-3.49
2010-01-21,19:42,4.19,4.19
2010-01-22,01:48,-3.8,-3.8
2010-01-22,08:06,4.7,4.7
2010-01-22,14:42,-3.39,-3.39
2010-01-22,21:12,4.08,4.08
2010-01-23,02:48,-2.94,-2.94
2010-01-23,09:06,5.22,5.22
2010-01-23,15:36,-3.09,-3.09
2010-01-23,21:30,3.65,3.65
2010-01-24,03:30,-3.51,-3.51
2010-01-24,09:54,4.98,4.98
2010-01-24,16:24,-3.66,-3.66
2010-01-24,22:24,3.45,3.45
2010-01-25,04:36,-3.18,-3.18
2010-01-25,10:48,5.33,5.33
2010-01-25,17:18,-2.83,-2.83
2010-01-25,23:18,4.68,4.68
2010-01-26,05:24,-2.85,-2.85
2010-01-26,12:12,5.7,5.7
2010-01-26,18:24,-3.93,-3.93
2010-01-27,00:12,3.84,3.84
2010-01-27,06:36,-3.69,-3.69
2010-01-27,12:54,5.93,5.93
2010-01-27,19:18,-4.32,-4.32
2010-01-28,01:30,4.48,4.48
2010-01-28,07:42,-4.38,-4.38
2010-01-28,13:54,6.39,6.39
2010-01-28,20:24,-5.36,-5.36
2010-01-29,02:48,4.6,4.6
2010-01-29,08:36,-6.07,-6.07
2010-01-29,14:48,5.55,5.55
2010-01-29,21:18,-7.71,-7.71
2010-01-30,03:24,3.7,3.7
2010-01-30,09:24,-6.43,-6.43
2010-01-30,15:42,6.51,6.51
2010-01-30,22:00,-6.47,-6.47
2010-01-31,04:18,5.99,5.99
2010-01-31,10:24,-5.9,-5.9
2010-01-31,16:30,7.34,7.34
2010-01-31,22:54,-6.82,-6.82
2010-02-01,05:06,6.17,6.17
2010-02-01,11:18,-6.72,-6.72
2010-02-01,17:24,6.68,6.68
2010-02-01,23:48,-7.31,-7.31
2010-02-02,06:00,5.74,5.74
2010-02-02,12:06,-6.78,-6.78
2010-02-02,18:18,6.27,6.27
2010-02-03,00:30,-6.37,-6.37
2010-02-03,06:54,6.36,6.36
2010-02-03,13:00,-5.74,-5.74
2010-02-03,19:06,6.23,6.23
2010-02-04,01:18,-5.41,-5.41
2010-02-04,07:36,6.11,6.11
2010-02-04,13:54,-5.6,-5.6
2010-02-04,20:00,5.01,5.01
2010-02-05,02:24,-5.39,-5.39
2010-02-05,08:30,5.09,5.09
2010-02-05,14:54,-5.11,-5.11
2010-02-05,21:00,4.25,4.25
2010-02-06,03:12,-4.31,-4.31
2010-02-06,09:36,5.71,5.71
2010-02-06,16:06,-4.05,-4.05
2010-02-06,22:12,4.66,4.66
2010-02-07,04:30,-3.29,-3.29
2010-02-07,10:30,5.52,5.52
2010-02-07,16:54,-4.05,-4.05
2010-02-07,23:12,3.69,3.69
2010-02-08,05:18,-3.36,-3.36
2010-02-08,11:42,4.99,4.99
2010-02-08,18:12,-3.91,-3.91
2010-02-09,00:18,3.15,3.15
2010-02-09,06:12,-3.48,-3.48
2010-02-09,12:42,4.63,4.63
2010-02-09,18:54,-3.77,-3.77
2010-02-10,01:12,3.72,3.72
2010-02-10,07:12,-2.78,-2.78
2010-02-10,13:30,5.6,5.6
2010-02-10,20:00,-2.81,-2.81
2010-02-11,02:12,5.69,5.69
2010-02-11,08:24,-1.79,-1.79
2010-02-11,14:30,6.61,6.61
2010-02-11,21:00,-2.88,-2.88
2010-02-12,03:12,4.77,4.77
2010-02-12,09:12,-2.8,-2.8
2010-02-12,15:12,5.57,5.57
2010-02-12,21:30,-4.15,-4.15
2010-02-13,03:36,4.54,4.54
2010-02-13,09:36,-3.51,-3.51
2010-02-13,15:48,5.92,5.92
2010-02-13,22:00,-4.01,-4.01
2010-02-14,04:18,4.95,4.95
2010-02-14,10:18,-3.4,-3.4
2010-02-14,16:30,5.87,5.87
2010-02-14,22:42,-4.29,-4.29
2010-02-15,04:54,4.81,4.81
2010-02-15,10:54,-4.08,-4.08
2010-02-15,17:06,5.3,5.3
2010-02-15,23:06,-4.45,-4.45
2010-02-16,05:30,4.95,4.95
2010-02-16,11:30,-3.81,-3.81
2010-02-16,17:36,6.08,6.08
2010-02-16,23:42,-3.21,-3.21
2010-02-17,05:48,5.52,5.52
2010-02-17,11:54,-3.67,-3.67
2010-02-17,18:12,5.41,5.41
2010-02-18,00:18,-4.11,-4.11
2010-02-18,06:30,5.09,5.09
2010-02-18,12:36,-3.85,-3.85
2010-02-18,18:48,5.24,5.24
2010-02-19,00:54,-3.84,-3.84
2010-02-19,07:00,5.18,5.18
2010-02-19,13:12,-3.97,-3.97
2010-02-19,19:24,4.63,4.63
2010-02-20,01:30,-3.72,-3.72
2010-02-20,07:42,4.89,4.89
2010-02-20,14:00,-4.03,-4.03
2010-02-20,20:00,3.96,3.96
2010-02-21,02:06,-3.67,-3.67
2010-02-21,08:24,4.86,4.86
2010-02-21,14:54,-3.76,-3.76
2010-02-21,20:54,3.77,3.77
2010-02-22,02:54,-3.58,-3.58
2010-02-22,09:18,5.03,5.03
2010-02-22,15:42,-3.62,-3.62
2010-02-22,21:48,3.98,3.98
2010-02-23,04:00,-3.31,-3.31
2010-02-23,10:12,5.3,5.3
2010-02-23,16:42,-3.59,-3.59
2010-02-23,23:06,4.29,4.29
2010-02-24,04:54,-2.75,-2.75
2010-02-24,11:24,6.12,6.12
2010-02-24,17:48,-3.32,-3.32
2010-02-25,00:12,4.96,4.96
2010-02-25,06:06,-2.63,-2.63
2010-02-25,12:30,6.63,6.63
2010-02-25,18:54,-3.4,-3.4
2010-02-26,03:54,7.3,7.3
2010-02-26,07:30,-2.54,-2.54
2010-02-26,13:36,7.6,7.6
2010-02-26,20:06,-3.93,-3.93
2010-02-27,02:12,6.34,6.34
2010-02-27,08:24,-4.05,-4.05
2010-02-27,14:30,7.35,7.35
2010-02-27,21:00,-5.75,-5.75
2010-02-28,03:06,6.46,6.46
2010-02-28,09:18,-5.45,-5.45
2010-02-28,15:24,7.45,7.45
2010-02-28,21:48,-5.95,-5.95
2010-03-01,03:54,7.38,7.38
2010-03-01,10:12,-4.97,-4.97
2010-03-01,16:24,7.97,7.97
2010-03-01,22:42,-5.96,-5.96
2010-03-02,04:48,7.02,7.02
2010-03-02,11:00,-5.8,-5.8
2010-03-02,17:12,7.06,7.06
2010-03-02,23:30,-6.23,-6.23
2010-03-03,05:42,7.19,7.19
2010-03-03,12:00,-6.22,-6.22
2010-03-03,17:54,7.44,7.44
2010-03-04,00:24,-4.81,-4.81
2010-03-04,06:36,7.99,7.99
2010-03-04,12:48,-4.86,-4.86
2010-03-04,18:54,6.79,6.79
2010-03-05,01:06,-3.83,-3.83
2010-03-05,07:18,7.7,7.7
2010-03-05,13:36,-4.13,-4.13
2010-03-05,19:42,5.9,5.9
2010-03-06,01:54,-4,-4.0
2010-03-06,08:06,6.28,6.28
2010-03-06,14:42,-4.32,-4.32
2010-03-06,20:36,4.62,4.62
2010-03-07,02:48,-3.9,-3.9
2010-03-07,09:06,5.54,5.54
2010-03-07,15:24,-4.11,-4.11
2010-03-07,21:42,4.32,4.32
2010-03-08,03:48,-3.44,-3.44
2010-03-08,10:06,5.2,5.2
2010-03-08,16:30,-3.71,-3.71
2010-03-08,22:42,3.87,3.87
2010-03-09,04:54,-3.18,-3.18
2010-03-09,11:12,4.97,4.97
2010-03-09,17:30,-3.55,-3.55
2010-03-09,23:48,3.66,3.66
2010-03-10,05:54,-2.93,-2.93
2010-03-10,12:18,4.58,4.58
2010-03-10,18:36,-3.66,-3.66
2010-03-11,00:54,3.51,3.51
2010-03-11,06:54,-3.23,-3.23
2010-03-11,13:12,4.61,4.61
2010-03-11,19:36,-3.89,-3.89
2010-03-12,01:42,3.64,3.64
2010-03-12,07:48,-3.47,-3.47
2010-03-12,14:00,4.79,4.79
2010-03-12,20:24,-4.17,-4.17
2010-03-13,02:30,4.15,4.15
2010-03-13,08:30,-3.64,-3.64
2010-03-13,14:54,5.5,5.5
2010-03-13,21:06,-3.17,-3.17
2010-03-14,03:12,5.59,5.59
2010-03-14,09:24,-1.8,-1.8
2010-03-14,15:30,6.44,6.44
2010-03-14,21:42,-2.66,-2.66
2010-03-15,03:54,6.77,6.77
2010-03-15,10:00,-2.16,-2.16
2010-03-15,16:00,6.66,6.66
2010-03-15,22:12,-2.36,-2.36
2010-03-16,04:18,6.08,6.08
2010-03-16,10:30,-3.38,-3.38
2010-03-16,16:42,5.83,5.83
2010-03-16,22:48,-3.82,-3.82
2010-03-17,04:54,5.37,5.37
2010-03-17,11:06,-4.88,-4.88
2010-03-17,17:12,5.24,5.24
2010-03-17,23:12,-4.34,-4.34
2010-03-18,05:24,5.52,5.52
2010-03-18,11:30,-4.94,-4.94
2010-03-18,17:42,5.13,5.13
2010-03-18,23:48,-4.13,-4.13
2010-03-19,05:54,5.94,5.94
2010-03-19,12:06,-4.38,-4.38
2010-03-19,18:18,5.23,5.23
2010-03-20,00:18,-3.73,-3.73
2010-03-20,06:30,5.92,5.92
2010-03-20,12:42,-4.4,-4.4
2010-03-20,19:00,4.73,4.73
2010-03-21,01:00,-3.94,-3.94
2010-03-21,07:12,5.59,5.59
2010-03-21,13:24,-4.32,-4.32
2010-03-21,19:42,4.46,4.46
2010-03-22,01:48,-3.79,-3.79
2010-03-22,07:48,5.62,5.62
2010-03-22,14:24,-4.29,-4.29
2010-03-22,20:30,4.24,4.24
2010-03-23,02:36,-3.34,-3.34
2010-03-23,09:00,6.2,6.2
2010-03-23,15:36,-3.43,-3.43
2010-03-23,21:42,5.2,5.2
2010-03-24,03:36,-2.32,-2.32
2010-03-24,10:06,6.43,6.43
2010-03-24,16:36,-3.95,-3.95
2010-03-24,23:00,4.36,4.36
2010-03-25,04:36,-3.85,-3.85
2010-03-25,11:12,5.52,5.52
2010-03-25,17:30,-4.36,-4.36
2010-03-25,23:48,4.66,4.66
2010-03-26,05:54,-3.85,-3.85
2010-03-26,12:06,6.41,6.41
2010-03-26,18:54,-4.65,-4.65
2010-03-27,01:00,5.8,5.8
2010-03-27,07:06,-4.32,-4.32
2010-03-27,13:18,6.62,6.62
2010-03-27,19:42,-4.9,-4.9
2010-03-28,01:48,5.73,5.73
2010-03-28,08:06,-5.48,-5.48
2010-03-28,14:12,6.34,6.34
2010-03-28,20:36,-5.59,-5.59
2010-03-29,02:42,6.68,6.68
2010-03-29,09:06,-5.63,-5.63
2010-03-29,15:12,6.97,6.97
2010-03-29,21:30,-5.61,-5.61
2010-03-30,03:30,7.3,7.3
2010-03-30,10:00,-5.71,-5.71
2010-03-30,16:00,7.33,7.33
2010-03-30,22:12,-4.74,-4.74
2010-03-31,04:24,8.08,8.08
2010-03-31,10:48,-5.78,-5.78
2010-03-31,16:54,6.83,6.83
2010-03-31,22:54,-5.51,-5.51
2010-04-01,05:06,7.42,7.42
2010-04-01,11:36,-6.13,-6.13
2010-04-01,17:36,6.22,6.22
2010-04-01,23:48,-5.19,-5.19
2010-04-02,06:00,6.87,6.87
2010-04-02,12:18,-5.74,-5.74
2010-04-02,18:30,5.54,5.54
2010-04-03,00:36,-4.87,-4.87
2010-04-03,06:48,6.26,6.26
2010-04-03,13:12,-5.5,-5.5
2010-04-03,19:24,4.91,4.91
2010-04-04,01:24,-4.19,-4.19
2010-04-04,07:30,5.79,5.79
2010-04-04,13:54,-4.89,-4.89
2010-04-04,20:12,4.2,4.2
2010-04-05,02:12,-3.72,-3.72
2010-04-05,08:30,5.28,5.28
2010-04-05,15:06,-4.11,-4.11
2010-04-05,21:18,3.98,3.98
2010-04-06,03:12,-3.08,-3.08
2010-04-06,09:30,4.94,4.94
2010-04-06,15:54,-3.87,-3.87
2010-04-06,22:12,4.07,4.07
2010-04-07,04:12,-2.53,-2.53
2010-04-07,10:30,4.99,4.99
2010-04-07,16:54,-3.34,-3.34
2010-04-07,23:18,3.92,3.92
2010-04-08,05:06,-2.57,-2.57
2010-04-08,11:42,4.67,4.67
2010-04-08,17:54,-2.88,-2.88
2010-04-09,00:12,4.17,4.17
2010-04-09,06:24,-2.4,-2.4
2010-04-09,12:36,4.95,4.95
2010-04-09,19:00,-2.84,-2.84
2010-04-10,01:12,4.57,4.57
2010-04-10,07:24,-3.2,-3.2
2010-04-10,13:30,4.25,4.25
2010-04-10,19:42,-4.07,-4.07
2010-04-11,01:54,3.84,3.84
2010-04-11,07:54,-4.05,-4.05
2010-04-11,14:12,4.38,4.38
2010-04-11,20:18,-3.98,-3.98
2010-04-12,02:24,4.29,4.29
2010-04-12,08:42,-4.32,-4.32
2010-04-12,14:48,4.49,4.49
2010-04-12,21:00,-4.13,-4.13
2010-04-13,03:00,4.79,4.79
2010-04-13,09:18,-4.84,-4.84
2010-04-13,15:30,4.4,4.4
2010-04-13,21:30,-4.3,-4.3
2010-04-14,03:36,5.01,5.01
2010-04-14,09:54,-5.21,-5.21
2010-04-14,16:00,4.4,4.4
2010-04-14,22:00,-4.65,-4.65
2010-04-15,04:00,5.33,5.33
2010-04-15,10:24,-5.17,-5.17
2010-04-15,16:30,5.09,5.09
2010-04-15,22:36,-4.33,-4.33
2010-04-16,04:48,5.81,5.81
2010-04-16,11:00,-5.19,-5.19
2010-04-16,17:12,4.9,4.9
2010-04-16,23:12,-4,-4.0
2010-04-17,05:30,6.32,6.32
2010-04-17,11:54,-4.4,-4.4
2010-04-17,18:06,5.39,5.39
2010-04-17,23:54,-3.8,-3.8
2010-04-18,06:06,6.26,6.26
2010-04-18,12:30,-4.74,-4.74
2010-04-18,18:36,5.05,5.05
2010-04-19,00:36,-3.7,-3.7
2010-04-19,06:48,6.03,6.03
2010-04-19,13:12,-4.75,-4.75
2010-04-19,19:24,4.28,4.28
2010-04-20,01:18,-3.85,-3.85
2010-04-20,07:48,5.77,5.77
2010-04-20,14:12,-4.29,-4.29
2010-04-20,20:24,4.57,4.57
2010-04-21,02:24,-3.71,-3.71
2010-04-21,08:36,5.7,5.7
2010-04-21,15:06,-4.36,-4.36
2010-04-21,21:24,4.76,4.76
2010-04-22,03:24,-3.5,-3.5
2010-04-22,09:42,5.71,5.71
2010-04-22,16:06,-4.29,-4.29
2010-04-22,22:18,5,5.0
2010-04-23,04:36,-3.69,-3.69
2010-04-23,10:42,5.71,5.71
2010-04-23,17:12,-4.31,-4.31
2010-04-23,23:18,5.23,5.23
2010-04-24,05:36,-4.26,-4.26
2010-04-24,11:54,5.66,5.66
2010-04-24,18:12,-4.69,-4.69
2010-04-25,00:30,5.72,5.72
2010-04-25,06:48,-4.88,-4.88
2010-04-25,13:00,5.9,5.9
2010-04-25,19:12,-4.93,-4.93
2010-04-26,01:30,6.54,6.54
2010-04-26,07:42,-4.98,-4.98
2010-04-26,13:54,6.54,6.54
2010-04-26,20:06,-4.66,-4.66
2010-04-27,02:30,7.31,7.31
2010-04-27,08:42,-5.04,-5.04
2010-04-27,14:54,6.87,6.87
2010-04-27,21:00,-4.4,-4.4
2010-04-28,03:18,7.49,7.49
2010-04-28,09:36,-5.63,-5.63
2010-04-28,15:54,6.4,6.4
2010-04-28,21:48,-4.91,-4.91
2010-04-29,03:54,7.23,7.23
2010-04-29,10:24,-5.83,-5.83
2010-04-29,16:30,5.82,5.82
2010-04-29,22:30,-4.79,-4.79
2010-04-30,04:48,6.77,6.77
2010-04-30,11:06,-5.95,-5.95
2010-04-30,17:36,5.23,5.23
2010-04-30,23:24,-4.29,-4.29
2010-05-01,05:30,6.71,6.71
2010-05-01,11:54,-5.16,-5.16
2010-05-01,18:06,5.28,5.28
2010-05-02,00:06,-3.94,-3.94
2010-05-02,06:12,6.36,6.36
2010-05-02,12:54,-4.86,-4.86
2010-05-02,19:00,5.05,5.05
2010-05-03,00:54,-3.51,-3.51
2010-05-03,07:00,5.88,5.88
2010-05-03,13:42,-4.32,-4.32
2010-05-03,19:42,4.71,4.71
2010-05-04,02:06,-3.14,-3.14
2010-05-04,08:00,5.07,5.07
2010-05-04,14:24,-3.87,-3.87
2010-05-04,20:42,4.22,4.22
2010-05-05,02:54,-3.03,-3.03
2010-05-05,08:54,4.75,4.75
2010-05-05,15:18,-3.87,-3.87
2010-05-05,21:42,4.09,4.09
2010-05-06,03:36,-2.81,-2.81
2010-05-06,09:48,4.56,4.56
2010-05-06,16:18,-3.11,-3.11
2010-05-06,22:42,3.83,3.83
2010-05-07,04:24,-2.96,-2.96
2010-05-07,10:48,4.1,4.1
2010-05-07,17:00,-3.5,-3.5
2010-05-07,23:18,3.93,3.93
2010-05-08,05:24,-2.87,-2.87
2010-05-08,11:24,4.27,4.27
2010-05-08,17:30,-2.67,-2.67
2010-05-08,23:54,5,5.0
2010-05-09,06:30,-3.01,-3.01
2010-05-09,12:30,3.91,3.91
2010-05-09,18:36,-3.6,-3.6
2010-05-10,01:06,4.26,4.26
2010-05-10,07:06,-3.77,-3.77
2010-05-10,13:30,4.13,4.13
2010-05-10,19:36,-3.48,-3.48
2010-05-11,01:36,4.56,4.56
2010-05-11,07:54,-4.31,-4.31
2010-05-11,14:06,4.01,4.01
2010-05-11,20:06,-3.88,-3.88
2010-05-12,02:24,4.83,4.83
2010-05-12,08:42,-4.81,-4.81
2010-05-12,14:54,4.17,4.17
2010-05-12,20:54,-4.13,-4.13
2010-05-13,03:00,5.36,5.36
2010-05-13,09:24,-5.25,-5.25
2010-05-13,15:36,4.14,4.14
2010-05-13,21:30,-4.5,-4.5
2010-05-14,03:42,5.6,5.6
2010-05-14,10:06,-5.63,-5.63
2010-05-14,16:24,4.55,4.55
2010-05-14,22:06,-4.17,-4.17
2010-05-15,04:18,6.17,6.17
2010-05-15,10:42,-5.38,-5.38
2010-05-15,16:54,4.77,4.77
2010-05-15,22:48,-4.37,-4.37
2010-05-16,05:00,6.25,6.25
2010-05-16,11:24,-5.45,-5.45
2010-05-16,17:42,4.67,4.67
2010-05-16,23:42,-4.53,-4.53
2010-05-17,05:54,5.95,5.95
2010-05-17,12:12,-5.46,-5.46
2010-05-17,18:30,4.78,4.78
2010-05-18,00:24,-4.21,-4.21
2010-05-18,06:36,6.15,6.15
2010-05-18,13:06,-5.39,-5.39
2010-05-18,19:12,4.78,4.78
2010-05-19,01:24,-4.4,-4.4
2010-05-19,07:36,6.53,6.53
2010-05-19,14:06,-4.43,-4.43
2010-05-19,20:12,5.45,5.45
2010-05-20,02:18,-4.01,-4.01
2010-05-20,08:24,5.89,5.89
2010-05-20,14:54,-4.97,-4.97
2010-05-20,21:06,5.02,5.02
2010-05-21,03:18,-4.43,-4.43
2010-05-21,09:36,5.53,5.53
2010-05-21,15:54,-4.83,-4.83
2010-05-21,22:12,5.17,5.17
2010-05-22,04:24,-4.42,-4.42
2010-05-22,10:30,5,5.0
2010-05-22,16:54,-4.95,-4.95
2010-05-22,23:12,5.36,5.36
2010-05-23,05:30,-4.8,-4.8
2010-05-23,11:36,4.66,4.66
2010-05-23,17:54,-5.23,-5.23
2010-05-24,00:12,5.48,5.48
2010-05-24,06:30,-5.24,-5.24
2010-05-24,12:42,4.71,4.71
2010-05-24,18:48,-5.18,-5.18
2010-05-25,01:06,5.78,5.78
2010-05-25,07:30,-5.59,-5.59
2010-05-25,13:54,4.82,4.82
2010-05-25,19:48,-4.81,-4.81
2010-05-26,02:00,6.18,6.18
2010-05-26,08:24,-5.81,-5.81
2010-05-26,14:48,5.16,5.16
2010-05-26,20:42,-4.31,-4.31
2010-05-27,02:54,7.18,7.18
2010-05-27,09:24,-5.35,-5.35
2010-05-27,15:18,5.27,5.27
2010-05-27,21:30,-4.29,-4.29
2010-05-28,03:36,6.73,6.73
2010-05-28,10:06,-5.49,-5.49
2010-05-28,16:18,5.18,5.18
2010-05-28,22:24,-4.23,-4.23
2010-05-29,04:30,6.39,6.39
2010-05-29,10:54,-5.39,-5.39
2010-05-29,17:06,4.9,4.9
2010-05-29,23:00,-4.01,-4.01
2010-05-30,05:18,6.21,6.21
2010-05-30,11:36,-4.86,-4.86
2010-05-30,17:48,4.72,4.72
2010-05-30,23:42,-3.69,-3.69
2010-05-31,05:54,5.86,5.86
2010-05-31,12:24,-4.71,-4.71
2010-05-31,18:42,4.58,4.58
2010-06-01,00:30,-3.68,-3.68
2010-06-01,06:48,5.64,5.64
2010-06-01,13:12,-4.11,-4.11
2010-06-01,19:24,4.69,4.69
2010-06-02,01:18,-3.21,-3.21
2010-06-02,07:30,5.23,5.23
2010-06-02,14:00,-3.96,-3.96
2010-06-02,20:12,4.48,4.48
2010-06-03,02:00,-2.82,-2.82
2010-06-03,08:18,5.12,5.12
2010-06-03,14:42,-3.36,-3.36
2010-06-03,20:54,4.36,4.36
2010-06-04,02:42,-2.7,-2.7
2010-06-04,09:00,4.64,4.64
2010-06-04,15:18,-3.31,-3.31
2010-06-04,21:42,4.35,4.35
2010-06-05,03:42,-2.7,-2.7
2010-06-05,10:12,4.58,4.58
2010-06-05,16:00,-3.01,-3.01
2010-06-05,22:42,4.57,4.57
2010-06-06,04:36,-3,-3.0
2010-06-06,11:00,4.27,4.27
2010-06-06,17:00,-2.73,-2.73
2010-06-06,22:54,4.84,4.84
2010-06-07,05:42,-3.16,-3.16
2010-06-07,11:36,3.96,3.96
2010-06-07,17:48,-3.03,-3.03
2010-06-08,00:18,4.64,4.64
2010-06-08,06:24,-3.52,-3.52
2010-06-08,12:30,3.94,3.94
2010-06-08,18:30,-3.33,-3.33
2010-06-09,00:48,4.97,4.97
2010-06-09,07:00,-4.17,-4.17
2010-06-09,13:30,3.91,3.91
2010-06-09,19:24,-3.47,-3.47
2010-06-10,01:42,5.17,5.17
2010-06-10,08:00,-4.31,-4.31
2010-06-10,14:24,4.39,4.39
2010-06-10,20:00,-3.46,-3.46
2010-06-11,02:36,5.89,5.89
2010-06-11,08:36,-4.82,-4.82
2010-06-11,14:48,4.42,4.42
2010-06-11,21:00,-4,-4.0
2010-06-12,03:18,6.08,6.08
2010-06-12,09:30,-5.42,-5.42
2010-06-12,15:36,4.69,4.69
2010-06-12,21:36,-4.35,-4.35
2010-06-13,04:06,6.39,6.39
2010-06-13,10:18,-5.64,-5.64
2010-06-13,16:30,5.06,5.06
2010-06-13,22:30,-4.47,-4.47
2010-06-14,04:54,6.84,6.84
2010-06-14,11:06,-5.74,-5.74
2010-06-14,17:24,5.42,5.42
2010-06-14,23:12,-4.51,-4.51
2010-06-15,05:30,6.75,6.75
2010-06-15,12:00,-5.75,-5.75
2010-06-15,18:18,5.39,5.39
2010-06-16,00:18,-4.96,-4.96
2010-06-16,06:30,6.23,6.23
2010-06-16,12:54,-6.01,-6.01
2010-06-16,19:00,5.34,5.34
2010-06-17,01:06,-4.84,-4.84
2010-06-17,07:18,6.57,6.57
2010-06-17,13:42,-5.42,-5.42
2010-06-17,20:00,5.97,5.97
2010-06-18,02:00,-4.4,-4.4
2010-06-18,08:12,6,6.0
2010-06-18,14:30,-5.29,-5.29
2010-06-18,20:48,5.7,5.7
2010-06-19,03:00,-4.73,-4.73
2010-06-19,09:18,5.31,5.31
2010-06-19,15:36,-5,-5.0
2010-06-19,21:54,5.53,5.53
2010-06-20,04:00,-4.81,-4.81
2010-06-20,10:12,5.03,5.03
2010-06-20,16:36,-4.58,-4.58
2010-06-20,22:48,5.97,5.97
2010-06-21,05:18,-4.64,-4.64
2010-06-21,11:30,4.66,4.66
2010-06-21,17:36,-4.38,-4.38
2010-06-21,23:42,5.98,5.98
2010-06-22,06:12,-4.82,-4.82
2010-06-22,12:24,4.53,4.53
2010-06-22,18:30,-4.36,-4.36
2010-06-23,00:48,5.94,5.94
2010-06-23,07:06,-4.88,-4.88
2010-06-23,13:30,4.64,4.64
2010-06-23,19:24,-3.96,-3.96
2010-06-24,01:30,6,6.0
2010-06-24,08:12,-4.98,-4.98
2010-06-24,14:30,4.74,4.74
2010-06-24,20:12,-3.88,-3.88
2010-06-25,02:30,6.15,6.15
2010-06-25,09:06,-5.16,-5.16
2010-06-25,15:18,4.49,4.49
2010-06-25,21:12,-4.16,-4.16
2010-06-26,03:30,5.96,5.96
2010-06-26,10:00,-5.15,-5.15
2010-06-26,16:06,4.5,4.5
2010-06-26,22:00,-4.13,-4.13
2010-06-27,04:18,6.1,6.1
2010-06-27,10:30,-4.91,-4.91
2010-06-27,17:00,4.8,4.8
2010-06-27,22:48,-3.63,-3.63
2010-06-28,05:00,6.08,6.08
2010-06-28,11:18,-4.47,-4.47
2010-06-28,17:30,4.83,4.83
2010-06-28,23:30,-3.54,-3.54
2010-06-29,05:48,5.77,5.77
2010-06-29,11:54,-4.54,-4.54
2010-06-29,18:18,4.59,4.59
2010-06-30,00:12,-3.48,-3.48
2010-06-30,06:24,5.31,5.31
2010-06-30,12:30,-4.44,-4.44
