Date,Time (GMT),Verified (ft),Verified (ft) Max
2010-01-29,08:36,-4.98,-4.98
2010-01-29,14:42,2.31,2.31
2010-01-29,21:30,-5.79,-5.79
2010-01-30,03:30,1.27,1.27
2010-01-30,09:36,-5.72,-5.72
2010-01-30,16:00,2.91,2.91
2010-01-30,22:18,-4.68,-4.68
2010-01-31,04:36,3.95,3.95
2010-01-31,10:30,-3.76,-3.76
2010-01-31,16:42,4.47,4.47
2010-01-31,23:06,-4.09,-4.09
2010-02-01,05:06,4,4.0
2010-02-01,11:30,-4.62,-4.62
2010-02-01,17:48,3.35,3.35
2010-02-01,23:42,-4.58,-4.58
2010-02-02,06:06,3.31,3.31
2010-02-02,12:12,-4.3,-4.3
2010-02-02,18:30,3.42,3.42
2010-02-03,00:30,-4,-4.0
2010-02-03,06:54,4.06,4.06
2010-02-03,13:18,-3.45,-3.45
2010-02-03,19:12,3.59,3.59
2010-02-04,01:36,-3.42,-3.42
2010-02-04,07:48,3.62,3.62
2010-02-04,14:12,-3.84,-3.84
2010-02-04,20:18,2.56,2.56
2010-02-05,02:30,-3.45,-3.45
2010-02-05,08:48,3.05,3.05
2010-02-05,15:06,-3.37,-3.37
2010-02-05,21:06,2.35,2.35
2010-02-06,03:18,-2.83,-2.83
2010-02-06,09:42,3.85,3.85
2010-02-06,16:00,-1.79,-1.79
2010-02-06,22:24,3.37,3.37
2010-02-07,04:24,-1.49,-1.49
2010-02-07,10:42,3.58,3.58
2010-02-07,17:12,-2.25,-2.25
2010-02-07,23:06,1.99,1.99
2010-02-08,05:30,-2.68,-2.68
2010-02-08,11:36,2.72,2.72
2010-02-08,18:18,-3.16,-3.16
2010-02-09,00:24,1.39,1.39
2010-02-09,06:30,-3.09,-3.09
2010-02-09,12:48,2.15,2.15
2010-02-09,19:00,-2.76,-2.76
2010-02-10,01:24,2.51,2.51
2010-02-10,07:18,-1.99,-1.99
2010-02-10,13:42,3.96,3.96
2010-02-10,19:54,-1.01,-1.01
2010-02-11,01:48,4.35,4.35
2010-02-11,08:48,-1.65,-1.65
2010-02-11,14:54,4.09,4.09
2010-02-11,20:42,-1.27,-1.27
2010-02-12,02:42,3.94,3.94
2010-02-12,08:42,-2.08,-2.08
2010-02-12,15:00,3.65,3.65
2010-02-12,21:48,-2.66,-2.66
2010-02-13,03:30,3.1,3.1
2010-02-13,09:18,-2.68,-2.68
2010-02-13,15:42,3.95,3.95
2010-02-13,22:00,-2.59,-2.59
2010-02-14,04:00,3.16,3.16
2010-02-14,10:12,-2.83,-2.83
2010-02-14,16:12,3.18,3.18
2010-02-14,22:36,-3.43,-3.43
2010-02-15,04:30,2.76,2.76
2010-02-15,10:54,-3.27,-3.27
2010-02-15,16:54,2.34,2.34
2010-02-15,22:42,-3.27,-3.27
2010-02-16,05:12,3.26,3.26
2010-02-16,11:24,-2.33,-2.33
2010-02-16,17:24,4.38,4.38
2010-02-16,23:42,-2.56,-2.56
2010-02-17,05:36,3.12,3.12
2010-02-17,11:48,-3.09,-3.09
2010-02-17,18:06,3.17,3.17
2010-02-18,00:06,-2.69,-2.69
2010-02-18,06:06,3.27,3.27
2010-02-18,12:24,-3.05,-3.05
2010-02-18,18:30,2.78,2.78
2010-02-19,00:36,-2.92,-2.92
2010-02-19,06:48,2.91,2.91
2010-02-19,13:24,-3.29,-3.29
2010-02-19,19:30,2.02,2.02
2010-02-20,01:12,-3.01,-3.01
2010-02-20,07:42,3.02,3.02
2010-02-20,14:00,-2.78,-2.78
2010-02-20,20:00,2.31,2.31
2010-02-21,02:06,-2.62,-2.62
2010-02-21,08:30,2.73,2.73
2010-02-21,14:54,-2.92,-2.92
2010-02-21,21:00,1.78,1.78
2010-02-22,02:54,-2.32,-2.32
2010-02-22,09:18,2.82,2.82
2010-02-22,15:42,-2.51,-2.51
2010-02-22,22:06,2.49,2.49
2010-02-23,04:06,-1.81,-1.81
2010-02-23,10:24,3.87,3.87
2010-02-23,17:00,-1.78,-1.78
2010-02-23,23:12,3.37,3.37
2010-02-24,04:54,-0.81,-0.81
2010-02-24,11:30,4.87,4.87
2010-02-24,18:00,-1.64,-1.64
2010-02-25,00:12,3.56,3.56
2010-02-25,06:18,-1.92,-1.92
2010-02-25,13:06,4.44,4.44
2010-02-25,19:18,-1.71,-1.71
2010-02-26,01:48,5.02,5.02
2010-02-26,07:42,-1.05,-1.05
2010-02-26,13:36,5.14,5.14
2010-02-26,20:18,-1.94,-1.94
2010-02-27,02:12,4.69,4.69
2010-02-27,08:36,-2.56,-2.56
2010-02-27,14:30,4.86,4.86
2010-02-27,21:00,-3.18,-3.18
2010-02-28,03:06,4.54,4.54
2010-02-28,09:24,-3.23,-3.23
2010-02-28,15:24,4.82,4.82
2010-02-28,22:00,-3.44,-3.44
2010-03-01,03:36,4.19,4.19
2010-03-01,10:30,-4.54,-4.54
2010-03-01,16:42,3.57,3.57
2010-03-01,22:36,-3.53,-3.53
2010-03-02,04:42,5.47,5.47
2010-03-02,11:18,-3.58,-3.58
2010-03-02,17:18,4.26,4.26
2010-03-02,23:30,-3.62,-3.62
2010-03-03,05:48,4.92,4.92
2010-03-03,11:54,-3.24,-3.24
2010-03-03,18:06,4.45,4.45
2010-03-04,00:12,-2.29,-2.29
2010-03-04,06:18,5.21,5.21
2010-03-04,12:48,-2.66,-2.66
2010-03-04,18:54,4.39,4.39
2010-03-05,01:12,-2.44,-2.44
2010-03-05,07:24,4.75,4.75
2010-03-05,13:42,-2.31,-2.31
2010-03-05,19:48,4.07,4.07
2010-03-06,01:54,-2.01,-2.01
2010-03-06,08:12,4.2,4.2
2010-03-06,14:42,-2.53,-2.53
2010-03-06,20:48,2.89,2.89
2010-03-07,03:00,-2.3,-2.3
2010-03-07,09:12,3.19,3.19
2010-03-07,15:36,-2.65,-2.65
2010-03-07,21:54,2.35,2.35
2010-03-08,04:06,-1.85,-1.85
2010-03-08,10:12,2.87,2.87
2010-03-08,16:42,-2.19,-2.19
2010-03-08,23:00,2.17,2.17
2010-03-09,05:06,-1.87,-1.87
2010-03-09,11:12,2.55,2.55
2010-03-09,17:48,-2.31,-2.31
2010-03-10,00:00,2.37,2.37
2010-03-10,06:00,-1.74,-1.74
2010-03-10,12:12,2.62,2.62
2010-03-10,18:36,-2.33,-2.33
2010-03-11,00:54,2.53,2.53
2010-03-11,07:00,-2.22,-2.22
2010-03-11,13:18,2.8,2.8
2010-03-11,19:30,-2.39,-2.39
2010-03-12,01:42,2.92,2.92
2010-03-12,07:54,-2.16,-2.16
2010-03-12,14:12,3.3,3.3
2010-03-12,20:18,-2.1,-2.1
2010-03-13,02:24,3.5,3.5
2010-03-13,08:30,-1.62,-1.62
2010-03-13,14:42,4.17,4.17
2010-03-13,20:30,-0.7,-0.7
2010-03-14,03:24,5.78,5.78
2010-03-14,09:30,0.79,0.79
2010-03-14,14:54,4.44,4.44
2010-03-14,21:42,-1.74,-1.74
2010-03-15,03:36,4.51,4.51
2010-03-15,09:42,-1.43,-1.43
2010-03-15,15:42,4.39,4.39
2010-03-15,21:48,-1.66,-1.66
2010-03-16,04:06,4.68,4.68
2010-03-16,10:30,-1.95,-1.95
2010-03-16,16:36,4.24,4.24
2010-03-16,22:36,-1.8,-1.8
2010-03-17,04:30,4.41,4.41
2010-03-17,11:00,-2.77,-2.77
2010-03-17,17:00,3.1,3.1
2010-03-17,23:06,-2.9,-2.9
2010-03-18,05:12,3.6,3.6
2010-03-18,11:24,-3.1,-3.1
2010-03-18,17:36,3.05,3.05
2010-03-18,23:24,-2.73,-2.73
2010-03-19,05:48,3.7,3.7
2010-03-19,12:06,-2.91,-2.91
2010-03-19,18:12,3.18,3.18
2010-03-20,00:06,-2.31,-2.31
2010-03-20,06:24,3.91,3.91
2010-03-20,12:42,-2.8,-2.8
2010-03-20,18:54,2.87,2.87
2010-03-21,00:54,-2.48,-2.48
2010-03-21,07:06,3.4,3.4
2010-03-21,13:24,-2.9,-2.9
2010-03-21,19:42,2.89,2.89
2010-03-22,01:48,-2.23,-2.23
2010-03-22,08:00,3.48,3.48
2010-03-22,14:24,-2.46,-2.46
2010-03-22,20:30,2.82,2.82
2010-03-23,02:36,-1.72,-1.72
2010-03-23,08:54,4.09,4.09
2010-03-23,15:24,-2.16,-2.16
2010-03-23,21:42,3.33,3.33
2010-03-24,04:00,-2.01,-2.01
2010-03-24,10:00,2.59,2.59
2010-03-24,16:30,-2.87,-2.87
2010-03-24,23:00,2.65,2.65
2010-03-25,05:06,-2.34,-2.34
2010-03-25,11:18,3.04,3.04
2010-03-25,17:48,-3.05,-3.05
2010-03-26,00:00,3.36,3.36
2010-03-26,06:18,-2.76,-2.76
2010-03-26,12:24,3.55,3.55
2010-03-26,19:00,-3.14,-3.14
2010-03-27,01:12,4.35,4.35
2010-03-27,07:24,-2.57,-2.57
2010-03-27,13:30,4.32,4.32
2010-03-27,19:54,-2.87,-2.87
2010-03-28,02:00,4.42,4.42
2010-03-28,08:18,-3.27,-3.27
2010-03-28,14:30,4.13,4.13
2010-03-28,20:36,-3.45,-3.45
2010-03-29,02:54,5.02,5.02
2010-03-29,09:06,-2.79,-2.79
2010-03-29,15:18,4.91,4.91
2010-03-29,21:24,-3.12,-3.12
2010-03-30,03:42,5.19,5.19
2010-03-30,10:06,-3.49,-3.49
2010-03-30,16:18,5.35,5.35
2010-03-30,22:18,-1.77,-1.77
2010-03-31,04:24,5.46,5.46
2010-03-31,11:00,-3.16,-3.16
2010-03-31,17:00,4.34,4.34
2010-03-31,23:06,-3.03,-3.03
2010-04-01,05:06,4.86,4.86
2010-04-01,11:30,-3.71,-3.71
2010-04-01,17:48,3.94,3.94
2010-04-01,23:42,-2.86,-2.86
2010-04-02,06:00,4.76,4.76
2010-04-02,12:18,-3.45,-3.45
2010-04-02,18:36,3.45,3.45
2010-04-03,00:36,-2.81,-2.81
2010-04-03,06:42,4.15,4.15
2010-04-03,13:18,-3.2,-3.2
2010-04-03,19:24,3.09,3.09
2010-04-04,01:30,-2.57,-2.57
2010-04-04,07:36,3.51,3.51
2010-04-04,14:18,-2.85,-2.85
2010-04-04,20:24,2.59,2.59
2010-04-05,02:36,-2.37,-2.37
2010-04-05,08:36,2.92,2.92
2010-04-05,14:54,-2.44,-2.44
2010-04-05,21:06,2.7,2.7
2010-04-06,03:30,-1.88,-1.88
2010-04-06,09:36,2.72,2.72
2010-04-06,15:54,-2.08,-2.08
2010-04-06,22:30,2.66,2.66
2010-04-07,04:12,-1.41,-1.41
2010-04-07,10:36,2.8,2.8
2010-04-07,17:00,-1.77,-1.77
2010-04-07,23:06,2.75,2.75
2010-04-08,05:30,-1.78,-1.78
2010-04-08,11:42,2.64,2.64
2010-04-08,17:42,-1.47,-1.47
2010-04-09,00:06,3.31,3.31
2010-04-09,06:12,-1.46,-1.46
2010-04-09,12:30,3.01,3.01
2010-04-09,18:48,-1.74,-1.74
2010-04-10,00:30,3.11,3.11
2010-04-10,07:18,-2.61,-2.61
2010-04-10,13:18,2.1,2.1
2010-04-10,19:30,-2.95,-2.95
2010-04-11,02:00,2.41,2.41
2010-04-11,08:06,-3.14,-3.14
2010-04-11,14:18,2.19,2.19
2010-04-11,20:06,-2.96,-2.96
2010-04-12,02:18,2.91,2.91
2010-04-12,09:00,-3.15,-3.15
2010-04-12,14:42,2.7,2.7
2010-04-12,20:48,-3.09,-3.09
2010-04-13,03:06,3.4,3.4
2010-04-13,09:30,-3.27,-3.27
2010-04-13,15:30,2.79,2.79
2010-04-13,21:18,-3.11,-3.11
2010-04-14,03:30,3.39,3.39
2010-04-14,09:48,-3.61,-3.61
2010-04-14,16:00,2.73,2.73
2010-04-14,21:42,-3.27,-3.27
2010-04-15,04:06,3.35,3.35
2010-04-15,10:24,-3.94,-3.94
2010-04-15,16:36,2.81,2.81
2010-04-15,22:30,-2.77,-2.77
2010-04-16,04:30,4.18,4.18
2010-04-16,11:12,-3.22,-3.22
2010-04-16,17:12,3.75,3.75
2010-04-16,23:30,-2.13,-2.13
2010-04-17,05:30,4.82,4.82
2010-04-17,12:06,-2.63,-2.63
2010-04-17,18:00,3.82,3.82
2010-04-18,00:00,-2.23,-2.23
2010-04-18,06:00,4.18,4.18
2010-04-18,12:36,-2.92,-2.92
2010-04-18,18:42,3.21,3.21
2010-04-19,00:48,-2.46,-2.46
2010-04-19,07:00,3.83,3.83
2010-04-19,13:18,-3.19,-3.19
2010-04-19,19:30,3.13,3.13
2010-04-20,01:42,-2.62,-2.62
2010-04-20,08:00,3.3,3.3
2010-04-20,14:18,-2.99,-2.99
2010-04-20,20:36,3.12,3.12
2010-04-21,02:36,-2.34,-2.34
2010-04-21,08:54,3.38,3.38
2010-04-21,15:12,-2.82,-2.82
2010-04-21,21:30,3.27,3.27
2010-04-22,04:00,-2.35,-2.35
2010-04-22,09:54,3.62,3.62
2010-04-22,16:12,-2.61,-2.61
2010-04-22,22:36,3.68,3.68
2010-04-23,05:00,-2.72,-2.72
2010-04-23,11:06,3.21,3.21
2010-04-23,17:18,-2.98,-2.98
2010-04-23,23:48,3.88,3.88
2010-04-24,06:00,-2.94,-2.94
2010-04-24,12:18,3.48,3.48
2010-04-24,18:30,-3.1,-3.1
2010-04-25,00:48,4.17,4.17
2010-04-25,07:00,-3.21,-3.21
2010-04-25,13:18,3.76,3.76
2010-04-25,19:12,-2.92,-2.92
2010-04-26,01:36,4.92,4.92
2010-04-26,08:00,-2.88,-2.88
2010-04-26,14:12,4.53,4.53
2010-04-26,20:18,-2.47,-2.47
2010-04-27,02:30,5.49,5.49
2010-04-27,08:54,-2.77,-2.77
2010-04-27,15:00,4.64,4.64
2010-04-27,21:12,-2.53,-2.53
2010-04-28,03:18,5.11,5.11
2010-04-28,09:42,-3.61,-3.61
2010-04-28,15:42,3.56,3.56
2010-04-28,22:18,-3.52,-3.52
2010-04-29,04:00,4.29,4.29
2010-04-29,10:36,-4.08,-4.08
2010-04-29,16:54,3.19,3.19
2010-04-29,22:54,-3.35,-3.35
2010-04-30,05:00,4.51,4.51
2010-04-30,11:12,-3.71,-3.71
2010-04-30,17:30,3.4,3.4
2010-04-30,23:24,-3.03,-3.03
2010-05-01,05:42,4.21,4.21
2010-05-01,12:00,-3.29,-3.29
2010-05-01,18:18,3.71,3.71
2010-05-02,00:24,-2.38,-2.38
2010-05-02,06:24,4.17,4.17
2010-05-02,12:48,-2.86,-2.86
2010-05-02,19:00,3.49,3.49
2010-05-03,01:06,-2.1,-2.1
2010-05-03,07:06,3.6,3.6
2010-05-03,14:00,-2.5,-2.5
2010-05-03,20:06,2.98,2.98
2010-05-04,02:00,-2.32,-2.32
2010-05-04,07:54,2.97,2.97
2010-05-04,14:24,-2.5,-2.5
2010-05-04,20:54,3.11,3.11
2010-05-05,03:06,-2.16,-2.16
2010-05-05,09:00,2.53,2.53
2010-05-05,15:24,-2.34,-2.34
2010-05-05,21:30,2.79,2.79
2010-05-06,03:48,-1.83,-1.83
2010-05-06,09:54,2.64,2.64
2010-05-06,16:12,-1.76,-1.76
2010-05-06,22:18,2.7,2.7
2010-05-07,04:48,-2.16,-2.16
2010-05-07,10:54,1.87,1.87
2010-05-07,17:00,-2.16,-2.16
2010-05-07,23:18,2.69,2.69
2010-05-08,05:36,-2.1,-2.1
2010-05-08,12:06,2.77,2.77
2010-05-08,17:54,-1.43,-1.43
2010-05-08,23:36,3,3.0
2010-05-09,05:54,-3.31,-3.31
2010-05-09,13:00,1.27,1.27
2010-05-09,18:30,-2.67,-2.67
2010-05-10,00:48,2,2.0
2010-05-10,07:12,-3.49,-3.49
2010-05-10,13:24,2.01,2.01
2010-05-10,19:12,-2.64,-2.64
2010-05-11,01:30,3.2,3.2
2010-05-11,08:06,-3.41,-3.41
2010-05-11,14:18,2.56,2.56
2010-05-11,20:06,-2.71,-2.71
2010-05-12,02:18,3.44,3.44
2010-05-12,08:42,-3.39,-3.39
2010-05-12,15:00,2.88,2.88
2010-05-12,20:42,-2.69,-2.69
2010-05-13,02:48,3.83,3.83
2010-05-13,09:30,-3.68,-3.68
2010-05-13,15:30,2.95,2.95
2010-05-13,21:30,-3.17,-3.17
2010-05-14,03:42,3.68,3.68
2010-05-14,10:18,-3.92,-3.92
2010-05-14,16:00,2.98,2.98
2010-05-14,22:00,-2.91,-2.91
2010-05-15,04:12,4.21,4.21
2010-05-15,10:42,-3.68,-3.68
2010-05-15,16:54,3.03,3.03
2010-05-15,23:00,-3.05,-3.05
2010-05-16,05:00,4.01,4.01
2010-05-16,11:30,-3.71,-3.71
2010-05-16,17:48,3.32,3.32
2010-05-16,23:42,-3.05,-3.05
2010-05-17,05:54,3.89,3.89
2010-05-17,12:18,-3.84,-3.84
2010-05-17,18:36,3.25,3.25
2010-05-18,00:30,-2.84,-2.84
2010-05-18,06:42,4.03,4.03
2010-05-18,13:18,-3.33,-3.33
2010-05-18,19:42,3.73,3.73
2010-05-19,01:48,-1.99,-1.99
2010-05-19,07:30,4.79,4.79
2010-05-19,14:06,-2.83,-2.83
2010-05-19,20:30,3.59,3.59
2010-05-20,02:30,-2.57,-2.57
2010-05-20,08:36,3.6,3.6
2010-05-20,15:00,-2.97,-2.97
2010-05-20,21:30,3.54,3.54
2010-05-21,03:42,-2.88,-2.88
2010-05-21,09:54,3.08,3.08
2010-05-21,16:06,-3.19,-3.19
2010-05-21,22:30,3.83,3.83
2010-05-22,04:48,-2.84,-2.84
2010-05-22,10:54,3.22,3.22
2010-05-22,17:18,-3.06,-3.06
2010-05-22,23:24,3.91,3.91
2010-05-23,06:00,-3.2,-3.2
2010-05-23,12:00,3.23,3.23
2010-05-23,18:12,-3.09,-3.09
2010-05-24,00:24,3.94,3.94
2010-05-24,07:00,-3.61,-3.61
2010-05-24,13:00,2.99,2.99
2010-05-24,19:12,-3.17,-3.17
2010-05-25,01:24,3.89,3.89
2010-05-25,07:42,-3.81,-3.81
2010-05-25,14:00,2.96,2.96
2010-05-25,20:12,-3.04,-3.04
2010-05-26,02:18,4.21,4.21
2010-05-26,08:48,-3.67,-3.67
2010-05-26,14:42,3.22,3.22
2010-05-26,20:48,-2.92,-2.92
2010-05-27,03:06,4.55,4.55
2010-05-27,09:18,-2.89,-2.89
2010-05-27,15:42,4.08,4.08
2010-05-27,21:42,-2.51,-2.51
2010-05-28,03:48,4.52,4.52
2010-05-28,10:18,-3.43,-3.43
2010-05-28,16:30,3.59,3.59
2010-05-28,22:30,-2.64,-2.64
2010-05-29,04:36,4.22,4.22
2010-05-29,11:00,-3.33,-3.33
2010-05-29,17:18,3.47,3.47
2010-05-29,23:00,-2.57,-2.57
2010-05-30,05:12,3.96,3.96
2010-05-30,11:42,-3.26,-3.26
2010-05-30,17:54,3.26,3.26
2010-05-31,00:00,-2.35,-2.35
2010-05-31,06:00,3.79,3.79
2010-05-31,12:18,-3.11,-3.11
2010-05-31,18:42,3.37,3.37
2010-06-01,00:48,-2.25,-2.25
2010-06-01,06:48,3.61,3.61
2010-06-01,13:00,-2.59,-2.59
2010-06-01,19:36,3.38,3.38
2010-06-02,01:36,-2.11,-2.11
2010-06-02,07:30,2.92,2.92
2010-06-02,13:48,-2.51,-2.51
2010-06-02,20:12,3.27,3.27
2010-06-03,02:06,-1.63,-1.63
2010-06-03,08:12,3.12,3.12
2010-06-03,14:24,-1.92,-1.92
2010-06-03,20:42,3.52,3.52
2010-06-04,03:18,-1.65,-1.65
2010-06-04,09:12,2.69,2.69
2010-06-04,15:18,-1.94,-1.94
2010-06-04,21:36,3.37,3.37
2010-06-05,03:54,-1.75,-1.75
2010-06-05,10:00,2.77,2.77
2010-06-05,15:54,-1.6,-1.6
2010-06-05,22:12,3.34,3.34
2010-06-06,04:54,-1.93,-1.93
2010-06-06,11:00,2.68,2.68
2010-06-06,16:48,-1.52,-1.52
2010-06-06,23:18,3.44,3.44
2010-06-07,05:42,-2.47,-2.47
2010-06-07,11:48,2.25,2.25
2010-06-07,17:30,-1.95,-1.95
2010-06-07,23:48,3.3,3.3
2010-06-08,06:36,-2.73,-2.73
2010-06-08,12:48,2.4,2.4
2010-06-08,18:24,-2.18,-2.18
2010-06-09,00:42,3.45,3.45
2010-06-09,07:30,-3.07,-3.07
2010-06-09,13:30,2.57,2.57
2010-06-09,19:18,-2.24,-2.24
2010-06-10,01:36,3.82,3.82
2010-06-10,07:42,-2.54,-2.54
2010-06-10,14:18,3.62,3.62
2010-06-10,20:36,-2.33,-2.33
2010-06-11,02:24,4.3,4.3
2010-06-11,08:48,-3.07,-3.07
2010-06-11,15:00,3.4,3.4
2010-06-11,21:12,-2.51,-2.51
2010-06-12,03:12,4.24,4.24
2010-06-12,09:42,-3.47,-3.47
2010-06-12,15:54,3.44,3.44
2010-06-12,21:48,-2.86,-2.86
2010-06-13,04:00,4.53,4.53
2010-06-13,10:24,-3.45,-3.45
2010-06-13,16:30,3.86,3.86
2010-06-13,22:42,-2.84,-2.84
2010-06-14,04:48,4.63,4.63
2010-06-14,11:24,-3.46,-3.46
2010-06-14,17:24,4.03,4.03
2010-06-14,23:30,-2.79,-2.79
2010-06-15,05:48,4.53,4.53
2010-06-15,12:12,-3.73,-3.73
2010-06-15,18:30,3.94,3.94
2010-06-16,00:30,-3.09,-3.09
2010-06-16,06:30,4.07,4.07
2010-06-16,13:06,-3.87,-3.87
2010-06-16,19:18,3.85,3.85
2010-06-17,01:24,-3.09,-3.09
2010-06-17,07:36,4.14,4.14
2010-06-17,13:54,-3.38,-3.38
2010-06-17,20:06,4.08,4.08
2010-06-18,02:24,-2.97,-2.97
2010-06-18,08:30,3.75,3.75
2010-06-18,14:48,-3.14,-3.14
2010-06-18,21:00,4.16,4.16
2010-06-19,03:24,-3.02,-3.02
2010-06-19,09:30,3.21,3.21
2010-06-19,15:48,-3.08,-3.08
2010-06-19,22:06,4.1,4.1
2010-06-20,04:30,-3.15,-3.15
2010-06-20,10:42,3.21,3.21
2010-06-20,16:48,-2.74,-2.74
2010-06-20,23:18,4.16,4.16
2010-06-21,05:36,-3.11,-3.11
2010-06-21,11:42,2.96,2.96
2010-06-21,17:48,-2.8,-2.8
2010-06-22,00:06,4.01,4.01
2010-06-22,06:42,-3.22,-3.22
2010-06-22,12:48,3.1,3.1
2010-06-22,18:48,-2.51,-2.51
2010-06-23,00:54,4.16,4.16
2010-06-23,07:30,-3.11,-3.11
2010-06-23,13:30,3.26,3.26
2010-06-23,19:42,-2.54,-2.54
2010-06-24,01:54,4.16,4.16
2010-06-24,08:30,-3.19,-3.19
2010-06-24,14:36,3.5,3.5
2010-06-24,20:36,-2.67,-2.67
2010-06-25,02:42,4.06,4.06
2010-06-25,09:18,-3.48,-3.48
2010-06-25,15:36,3.19,3.19
2010-06-25,21:30,-2.57,-2.57
2010-06-26,03:30,3.93,3.93
2010-06-26,10:00,-3.27,-3.27
2010-06-26,16:12,3.41,3.41
2010-06-26,22:00,-2.55,-2.55
2010-06-27,04:18,4.03,4.03
2010-06-27,10:36,-3.06,-3.06
2010-06-27,16:54,3.7,3.7
2010-06-27,23:06,-2.15,-2.15
2010-06-28,04:54,4.11,4.11
2010-06-28,11:18,-2.78,-2.78
2010-06-28,17:30,3.61,3.61
2010-06-28,23:48,-2.28,-2.28
2010-06-29,05:42,3.77,3.77
2010-06-29,11:48,-2.96,-2.96
2010-06-29,18:12,3.4,3.4
2010-06-30,00:24,-2.41,-2.41
2010-06-30,06:06,3.17,3.17
2010-06-30,12:30,-3.02,-3.02
